@relation 'if (A2 > 0.5) then R=2.5*A1 + 3.5*A3 else R=2*A4 + 0.7*A5'

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute class numeric

@data
0.345497,0.465607,0.658152,0.098574,0.223157,0.380968,0.353359
0.82844,0.661302,0.248506,0.116108,0.221664,0.790025,2.94087
0.655354,0.151929,0.408436,0.343474,0.219449,0.016513,0.840562
0.32591,0.903802,0.130848,0.84892,0.013592,0.382679,1.272743
0.412803,0.411467,0.50675,0.655325,0.820533,0.008502,1.885023
0.559586,0.501337,0.326118,0.41913,0.558794,0.921179,2.540379
0.749851,0.132022,0.457856,0.718501,0.833725,0.882312,2.020609
0.813397,0.091001,0.069352,0.733802,0.037178,0.856316,1.493628
0.890439,0.724064,0.79073,0.854484,0.419072,0.39573,4.993654
0.044411,0.014796,0.815394,0.374134,0.698608,0.552404,1.237292
0.42187,0.519679,0.822053,0.768831,0.31618,0.082685,3.931861
0.500695,0.970583,0.590894,0.719137,0.010277,0.091329,3.319865
0.66342,0.187697,0.526781,0.705687,0.186322,0.041466,1.5418
0.871097,0.256401,0.675969,0.652436,0.847757,0.481774,1.898302
0.806547,0.462199,0.582323,0.22649,0.426867,0.439424,0.751787
0.887956,0.046487,0.748942,0.34277,0.098958,0.277363,0.754812
0.830217,0.537292,0.997524,0.525806,0.425389,0.793102,5.566879
0.429697,0.864848,0.51914,0.706934,0.957461,0.366266,2.891231
0.367695,0.130429,0.426177,0.987256,0.674956,0.263374,2.446982
0.639997,0.243541,0.608088,0.875798,0.43265,0.547357,2.054451
0.717768,0.459733,0.296967,0.566306,0.469914,0.979617,1.461553
0.393715,0.467852,0.018574,0.289725,0.198823,0.454281,0.718627
0.053718,0.217689,0.267777,0.564217,0.043096,0.77507,1.158602
0.596955,0.31936,0.953847,0.949113,0.843895,0.428847,2.488953
0.58746,0.054239,0.231969,0.428743,0.99075,0.677473,1.551012
0.309655,0.830394,0.015887,0.83894,0.860582,0.07896,0.829743
0.994105,0.106718,0.167748,0.382209,0.660562,0.054742,1.226811
0.523788,0.259703,0.921959,0.633137,0.348891,0.483794,1.510499
0.793824,0.732251,0.528953,0.936381,0.851017,0.464836,3.835896
0.61876,0.789177,0.83284,0.465239,0.368496,0.330279,4.46184
0.623236,0.810121,0.626579,0.706096,0.686922,0.002139,3.751116
0.047806,0.825261,0.183898,0.826204,0.193034,0.679928,0.763161
0.407632,0.787306,0.545062,0.379887,0.896299,0.269621,2.926795
0.685158,0.266239,0.551847,0.51845,0.375598,0.573881,1.299818
0.368216,0.039785,0.57585,0.245886,0.917925,0.036651,1.134318
0.48349,0.66784,0.575318,0.057065,0.53568,0.286562,3.222339
0.565139,0.115365,0.932995,0.305092,0.316664,0.166813,0.831849
0.654638,0.904696,0.276531,0.964816,0.122523,0.734614,2.604452
0.287446,0.010732,0.641483,0.731612,0.875342,0.518193,2.075962
0.493778,0.683909,0.304146,0.056996,0.098352,0.337854,2.298957
0.055173,0.81605,0.958742,0.26076,0.467248,0.230534,3.493529
0.218272,0.119592,0.63404,0.055317,0.517143,0.512753,0.472634
0.296664,0.834873,0.503254,0.00099,0.392471,0.11933,2.503051
0.787075,0.523484,0.125046,0.706954,0.350601,0.956479,2.40535
0.905802,0.655288,0.421417,0.174355,0.284112,0.796329,3.739463
0.605103,0.606807,0.030839,0.015537,0.632713,0.950869,1.620694
0.869168,0.610136,0.424767,0.392792,0.957027,0.62909,3.659606
0.299173,0.422314,0.116974,0.215269,0.057746,0.08068,0.47096
0.98229,0.619794,0.374433,0.273769,0.682097,0.739139,3.766241
0.378109,0.603013,0.423702,0.737547,0.573759,0.019309,2.428228
0.346934,0.560443,0.278125,0.48891,0.323138,0.91896,1.840775
0.559323,0.775344,0.950534,0.631337,0.264709,0.387674,4.725175
0.858063,0.043897,0.097226,0.72297,0.57139,0.622429,1.845912
0.857682,0.43963,0.617618,0.70427,0.908917,0.138263,2.044782
0.249361,0.831986,0.637508,0.498091,0.154161,0.051515,2.854682
0.189664,0.119406,0.781866,0.050775,0.04017,0.456375,0.129669
0.470406,0.039147,0.016736,0.389559,0.379518,0.823936,1.04478
0.246818,0.183759,0.352338,0.626798,0.119949,0.804386,1.337561
0.216348,0.801294,0.765877,0.8243,0.708042,0.762157,3.221439
0.737236,0.443136,0.159778,0.117513,0.555246,0.462402,0.623698
0.322607,0.207199,0.527891,0.412181,0.215505,0.993515,0.975216
0.782251,0.409061,0.689268,0.525129,0.766155,0.73994,1.586566
0.472433,0.000543,0.569024,0.612677,0.826936,0.794427,1.804209
0.287787,0.992056,0.582836,0.678296,0.320932,0.948347,2.759392
0.244266,0.866424,0.91228,0.485781,0.062884,0.44854,3.803646
0.485748,0.389542,0.460442,0.232791,0.313389,0.232423,0.684954
0.948707,0.015584,0.841191,0.316074,0.742802,0.819367,1.152109
0.560606,0.986812,0.593139,0.695053,0.658512,0.462268,3.477504
0.971491,0.272715,0.804267,0.032649,0.638308,0.362339,0.512114
0.339772,0.259228,0.791279,0.555831,0.826911,0.582669,1.6905
0.449219,0.962159,0.376464,0.57512,0.460703,0.919395,2.440673
0.433587,0.92252,0.543503,0.770609,0.727151,0.107371,2.986227
0.058698,0.564979,0.903731,0.677257,0.802463,0.851126,3.309804
0.961756,0.930686,0.958861,0.566621,0.977291,0.829362,5.760404
0.498598,0.395768,0.770184,0.954799,0.731518,0.867161,2.421661
0.097747,0.367202,0.424747,0.893216,0.682905,0.295861,2.264466
0.883731,0.415754,0.884684,0.692817,0.660009,0.314901,1.84764
0.101178,0.81536,0.097429,0.762968,0.058573,0.167957,0.593945
0.757607,0.760662,0.98456,0.330498,0.875785,0.679857,5.339978
0.290425,0.427274,0.389836,0.255352,0.793357,0.249921,1.066054
0.75803,0.617442,0.698955,0.337561,0.735266,0.637784,4.341417
0.533678,0.638702,0.512831,0.07298,0.967934,0.731962,3.129101
0.143345,0.733429,0.002741,0.966501,0.97041,0.179443,0.367955
0.30637,0.298054,0.861568,0.252276,0.582098,0.042788,0.912021
0.403549,0.084611,0.724187,0.248694,0.860358,0.103257,1.099638
0.176424,0.893054,0.617639,0.936174,0.346039,0.654557,2.602797
0.040823,0.06664,0.145532,0.579897,0.159935,0.539273,1.271748
0.735938,0.567264,0.360544,0.0158,0.327268,0.222909,3.101751
0.308164,0.002855,0.455339,0.311996,0.662549,0.129778,1.087775
0.498951,0.721258,0.74865,0.94128,0.327334,0.578513,3.867655
0.242624,0.788025,0.874996,0.932868,0.10411,0.047561,3.669043
0.129627,0.189488,0.44013,0.088744,0.488391,0.314119,0.519361
0.721273,0.104655,0.688935,0.675038,0.787471,0.182234,1.901305
0.553689,0.273956,0.378488,0.751214,0.599468,0.032389,1.922055
0.503373,0.860646,0.159149,0.746326,0.823463,0.568193,1.815453
0.038155,0.299561,0.365129,0.095547,0.885703,0.734836,0.811086
0.30131,0.302729,0.399265,0.821985,0.244975,0.464712,1.815453
0.200399,0.83356,0.483029,0.295693,0.721087,0.34096,2.191596
0.845732,0.65954,0.721972,0.97787,0.454611,0.429321,4.64123
0.127305,0.282853,0.420897,0.514505,0.706206,0.929232,1.523353
0.676899,0.161336,0.755757,0.87795,0.514322,0.250044,2.115925
0.348735,0.247843,0.076374,0.46196,0.897201,0.987867,1.551961
0.004639,0.870297,0.752952,0.757034,0.677008,0.720226,2.646928
0.316769,0.77042,0.989591,0.907093,0.660662,0.75334,4.255491
0.433365,0.935993,0.980747,0.560868,0.295428,0.951601,4.516028
0.293162,0.46614,0.175076,0.764082,0.661358,0.598431,1.991114
0.646513,0.665039,0.90038,0.520781,0.822871,0.226914,4.767613
0.142177,0.476989,0.780308,0.20986,0.865743,0.409077,1.02574
0.286304,0.162091,0.996859,0.448868,0.042887,0.292811,0.927757
0.464422,0.221113,0.703345,0.721291,0.163828,0.96063,1.557262
0.250135,0.261283,0.622622,0.142235,0.931976,0.486914,0.936854
0.789571,0.049746,0.849791,0.944339,0.275562,0.469154,2.081572
0.453963,0.022857,0.063215,0.481098,0.669486,0.179852,1.430836
0.171799,0.14905,0.100958,0.925851,0.01503,0.752174,1.862222
0.78594,0.219131,0.221572,0.0956,0.263076,0.693745,0.375353
0.501507,0.345898,0.300464,0.450472,0.736795,0.785828,1.4167
0.490115,0.977156,0.849694,0.859976,0.055941,0.133007,4.199218
0.160378,0.89168,0.645576,0.030889,0.883411,0.891681,2.660462
0.580415,0.082286,0.132519,0.950239,0.023625,0.43152,1.917015
0.304031,0.80697,0.792472,0.498986,0.991626,0.326476,3.53373
0.089171,0.377578,0.648463,0.772851,0.253552,0.382143,1.723187
0.05753,0.972456,0.751204,0.138697,0.297005,0.681896,2.773042
0.002351,0.218338,0.294645,0.736892,0.329557,0.470167,1.704473
0.253721,0.84782,0.256481,0.888219,0.202715,0.228959,1.531986
0.625238,0.059293,0.671985,0.60101,0.516521,0.98178,1.563584
0.032832,0.490281,0.754504,0.319941,0.347874,0.162934,0.883394
0.857639,0.9638,0.676361,0.978986,0.656815,0.101714,4.511362
0.654043,0.428324,0.443933,0.88084,0.824429,0.619736,2.338781
0.436843,0.130138,0.636747,0.534039,0.550634,0.55122,1.453521
0.245649,0.923652,0.950672,0.244266,0.248672,0.343515,3.941473
0.629348,0.429368,0.279713,0.432023,0.296365,0.748129,1.071501
0.940217,0.225715,0.201488,0.585952,0.894539,0.987713,1.798082
0.119041,0.442408,0.081901,0.757475,0.615032,0.495209,1.945471
0.904592,0.588181,0.890622,0.152755,0.940534,0.228159,5.378657
0.949798,0.570858,0.198073,0.823994,0.574407,0.821169,3.067751
0.181821,0.075529,0.606362,0.642029,0.070604,0.156776,1.333481
0.334633,0.476816,0.12205,0.631731,0.36379,0.810592,1.518116
0.013077,0.540465,0.201166,0.652719,0.201516,0.808308,0.736774
0.941342,0.381301,0.551327,0.139809,0.8495,0.064717,0.874269
0.402351,0.599149,0.349289,0.806167,0.985271,0.149988,2.22839
0.906195,0.61909,0.583399,0.53027,0.564022,0.834444,4.307383
0.12519,0.971285,0.439931,0.065276,0.954802,0.435345,1.852732
0.312587,0.309668,0.372787,0.242702,0.548324,0.860063,0.869231
0.164956,0.185886,0.001821,0.305117,0.744696,0.488429,1.131522
0.200662,0.059682,0.722486,0.254977,0.077227,0.539131,0.564013
0.686091,0.381077,0.746719,0.306201,0.725897,0.243478,1.12053
0.346761,0.261674,0.772047,0.875569,0.751797,0.224613,2.277396
0.123564,0.747594,0.054681,0.053567,0.644316,0.717618,0.500293
0.068165,0.79705,0.976709,0.196718,0.740604,0.229771,3.588897
0.781175,0.080669,0.30304,0.530505,0.44803,0.540461,1.374632
0.168948,0.788156,0.947992,0.335233,0.093263,0.484485,3.740344
0.488623,0.913772,0.863896,0.095133,0.426182,0.204518,4.245193
0.846845,0.474986,0.445877,0.65904,0.035048,0.749585,1.342614
0.368192,0.810245,0.861521,0.021218,0.064975,0.334116,3.935805
0.928917,0.316473,0.876186,0.36258,0.98047,0.851457,1.41149
0.60667,0.585123,0.891424,0.871549,0.652078,0.49807,4.636659
0.19537,0.034463,0.053989,0.012995,0.676541,0.548569,0.499569
0.31657,0.519496,0.856931,0.052836,0.630522,0.412626,3.790681
0.786255,0.530408,0.744855,0.04155,0.403066,0.384753,4.57263
0.102951,0.013546,0.876992,0.1755,0.01664,0.796242,0.362649
0.764866,0.410455,0.590478,0.601037,0.517669,0.220994,1.564442
0.828136,0.601938,0.860513,0.70992,0.853801,0.646573,5.082137
0.834522,0.254036,0.463692,0.749945,0.837312,0.068113,2.086009
0.286307,0.826521,0.82787,0.892586,0.674703,0.312542,3.613313
