@relation 'conditional concept: if(A2 > 0.5) then R = all-of-N(A1 > 0.1, 0.3 < A3 <0.6, A4 < 0.4)*2.5 else num-of-N(A1 > 0.1, 0.3 < A3 <0.6, A4 < 0.4)*3.4; A6 = all-of-N(A1 > 0.1, 0.3 < A3 <0.6, A4 < 0.4)' 

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 {0,1}
@attribute class numeric

@data
0.343074,0.280888,0.249492,0.834531,0.607348,0,3.4
0.407412,0.420308,0.915642,0.066092,0.768779,0,6.8
0.923555,0.086719,0.783998,0.157655,0.396206,0,6.8
0.186421,0.111657,0.655257,0.500739,0.073436,0,3.4
0.162539,0.685041,0.114152,0.557197,0.993972,0,0
0.501162,0.049137,0.380309,0.249388,0.202302,1,10.2
0.195369,0.252596,0.788075,0.910694,0.257744,0,3.4
0.611399,0.608488,0.578583,0.186098,0.398523,1,2.5
0.235902,0.214684,0.373473,0.891701,0.384977,0,6.8
0.883093,0.475071,0.024709,0.009776,0.115729,0,6.8
0.53149,0.319794,0.913834,0.79124,0.644906,0,3.4
0.869239,0.121993,0.543739,0.236401,0.859581,1,10.2
0.886089,0.804873,0.935317,0.950166,0.204016,0,0
0.999041,0.53028,0.840969,0.739472,0.032222,0,0
0.699362,0.659384,0.719285,0.105043,0.426027,0,0
0.194859,0.42537,0.304841,0.540169,0.297313,0,6.8
0.048713,0.301958,0.15012,0.896373,0.887197,0,0
0.112344,0.281706,0.831346,0.916929,0.140533,0,3.4
0.764044,0.882878,0.386483,0.828115,0.051875,0,0
0.41887,0.41855,0.70373,0.865995,0.801431,0,3.4
0.711649,0.91877,0.886369,0.101187,0.101058,0,0
0.588888,0.675109,0.390362,0.500199,0.597227,0,0
0.613991,0.052821,0.942301,0.971169,0.798322,0,3.4
0.102024,0.411924,0.796524,0.122643,0.847625,0,6.8
0.686206,0.414481,0.852732,0.601765,0.51286,0,3.4
0.680743,0.93796,0.022448,0.455112,0.14196,0,0
0.168055,0.327036,0.169206,0.800568,0.598431,0,3.4
0.299103,0.909148,0.040288,0.83794,0.565946,0,0
0.471623,0.9796,0.116036,0.53249,0.249905,0,0
0.132623,0.784162,0.906824,0.148764,0.725024,0,0
0.150412,0.141987,0.28026,0.708755,0.72568,0,3.4
0.401497,0.057009,0.176543,0.711959,0.964818,0,3.4
0.224611,0.056579,0.01434,0.445629,0.434591,0,3.4
0.185375,0.713544,0.071322,0.588759,0.096374,0,0
0.570136,0.290744,0.682558,0.77712,0.84004,0,3.4
0.757659,0.180308,0.698336,0.349948,0.184894,0,6.8
0.095651,0.576494,0.914294,0.689655,0.431937,0,0
0.800718,0.949129,0.18687,0.738689,0.555364,0,0
0.292153,0.501004,0.403323,0.324279,0.15862,1,2.5
0.020688,0.069734,0.03758,0.530473,0.106971,0,0
0.443768,0.342275,0.512027,0.263228,0.696291,1,10.2
0.181461,0.80511,0.244374,0.390312,0.31041,0,0
0.336278,0.368637,0.002879,0.982741,0.762612,0,3.4
0.422229,0.940703,0.859391,0.614252,0.8882,0,0
0.691512,0.538943,0.626764,0.812788,0.353932,0,0
0.9114,0.528531,0.625696,0.322904,0.147791,0,0
0.791054,0.75224,0.048727,0.09692,0.302242,0,0
0.421932,0.231114,0.100142,0.94914,0.250792,0,3.4
0.831848,0.601339,0.686404,0.691728,0.908299,0,0
0.289135,0.907628,0.330452,0.730247,0.358813,0,0
0.479128,0.984153,0.474926,0.485463,0.611449,0,0
0.431672,0.656017,0.635939,0.37674,0.597443,0,0
0.848684,0.919798,0.354267,0.249123,0.704555,1,2.5
0.680008,0.189799,0.370358,0.145729,0.124559,1,10.2
0.760861,0.503409,0.401013,0.860878,0.994012,0,0
0.563761,0.18713,0.718263,0.196104,0.277705,0,6.8
0.562749,0.114243,0.996241,0.765988,0.040207,0,3.4
0.960385,0.102177,0.592833,0.346016,0.807429,1,10.2
0.112909,0.766094,0.234676,0.449401,0.19285,0,0
0.602362,0.875206,0.563468,0.189998,0.579512,1,2.5
0.664554,0.857177,0.937533,0.707012,0.058505,0,0
0.378512,0.017768,0.445585,0.963773,0.848704,0,6.8
0.368482,0.538578,0.132396,0.604102,0.304192,0,0
0.647331,0.683193,0.732874,0.569191,0.270081,0,0
0.946131,0.476019,0.708258,0.205766,0.811332,0,6.8
0.406144,0.560133,0.443885,0.789895,0.22135,0,0
0.756004,0.929088,0.142279,0.454179,0.148372,0,0
0.129698,0.74817,0.190164,0.940252,0.760419,0,0
0.993294,0.815281,0.727071,0.95133,0.128313,0,0
0.405184,0.189569,0.352268,0.995727,0.637267,0,6.8
0.122897,0.763089,0.603297,0.883414,0.858928,0,0
0.148012,0.740022,0.172814,0.652306,0.217629,0,0
0.85012,0.08903,0.122071,0.894323,0.178847,0,3.4
0.183541,0.563773,0.342366,0.75573,0.958224,0,0
0.981196,0.157955,0.625161,0.380765,0.701751,0,6.8
0.324768,0.234827,0.264256,0.128227,0.199267,0,6.8
0.417384,0.704116,0.63819,0.44029,0.8638,0,0
0.764424,0.715939,0.638591,0.001072,0.509679,0,0
0.261726,0.402375,0.72303,0.556052,0.385997,0,3.4
0.632129,0.270918,0.303513,0.035743,0.633939,1,10.2
0.59666,0.28464,0.83029,0.048437,0.423562,0,6.8
0.943304,0.343279,0.413396,0.284601,0.246713,1,10.2
0.913557,0.495986,0.931296,0.363714,0.378471,0,6.8
0.886171,0.505595,0.019017,0.403904,0.222376,0,0
0.441801,0.378114,0.991179,0.403654,0.899191,0,3.4
0.456743,0.74892,0.943826,0.987688,0.971297,0,0
0.735446,0.954691,0.970646,0.327608,0.983212,0,0
0.858858,0.640452,0.523319,0.040399,0.583192,1,2.5
0.829529,0.573798,0.513777,0.579824,0.333368,0,0
0.837327,0.230149,0.291076,0.349381,0.050107,0,6.8
0.076003,0.737123,0.292625,0.309809,0.197997,0,0
0.206986,0.033284,0.055429,0.855184,0.717561,0,3.4
0.41085,0.013673,0.636641,0.862359,0.84788,0,3.4
0.278909,0.955982,0.014783,0.048372,0.332103,0,0
0.289276,0.397748,0.075931,0.616383,0.609476,0,3.4
0.667281,0.664556,0.607488,0.945888,0.617012,0,0
0.855001,0.526522,0.772065,0.147961,0.984335,0,0
0.086387,0.627016,0.683762,0.318211,0.215103,0,0
0.0825,0.822044,0.498634,0.483115,0.838662,0,0
0.216913,0.876386,0.322497,0.550464,0.088574,0,0
0.647667,0.865591,0.86599,0.089546,0.94486,0,0
0.534238,0.46054,0.194911,0.826265,0.060553,0,3.4
0.142707,0.149255,0.860567,0.234137,0.298498,0,6.8
0.148599,0.552021,0.799827,0.222568,0.121486,0,0
0.955173,0.78029,0.488921,0.404323,0.619463,0,0
0.208016,0.293872,0.162,0.796873,0.405729,0,3.4
0.678926,0.738162,0.380087,0.656442,0.275208,0,0
0.259558,0.653778,0.695219,0.835111,0.369691,0,0
0.31637,0.902413,0.607092,0.012992,0.536805,0,0
0.153049,0.848884,0.886064,0.109174,0.672582,0,0
0.766695,0.281364,0.739437,0.383254,0.595165,0,6.8
0.603497,0.287401,0.251997,0.267475,0.574332,0,6.8
0.173946,0.677339,0.233076,0.928017,0.125093,0,0
0.404535,0.450699,0.669118,0.350074,0.322435,0,6.8
0.631591,0.423519,0.702918,0.329204,0.388986,0,6.8
0.504878,0.71083,0.650219,0.881849,0.000469,0,0
0.506864,0.820684,0.405076,0.058958,0.919804,1,2.5
0.723274,0.74351,0.482917,0.052817,0.655774,1,2.5
0.25851,0.489024,0.382099,0.470309,0.71457,0,6.8
0.784665,0.955322,0.310468,0.144158,0.212233,1,2.5
0.07566,0.030873,0.194108,0.352826,0.604975,0,3.4
0.61124,0.196505,0.25447,0.601638,0.70633,0,3.4
0.963411,0.174599,0.972277,0.511693,0.050811,0,3.4
0.396782,0.976918,0.539027,0.995051,0.760647,0,0
0.042308,0.938105,0.688291,0.937428,0.024759,0,0
0.931221,0.442861,0.280039,0.532958,0.928678,0,3.4
0.814238,0.312243,0.034409,0.236043,0.923691,0,6.8
0.924484,0.506201,0.15113,0.826423,0.608314,0,0
0.976386,0.52017,0.153478,0.185667,0.551987,0,0
0.704745,0.74477,0.529335,0.213597,0.628582,1,2.5
0.037743,0.058036,0.646733,0.575756,0.176475,0,0
0.63589,0.014341,0.959026,0.168932,0.365209,0,6.8
0.509237,0.465599,0.819423,0.868773,0.450433,0,3.4
0.912499,0.127477,0.851626,0.126461,0.335283,0,6.8
0.798938,0.112249,0.000301,0.701745,0.645735,0,3.4
0.047856,0.463366,0.261567,0.445985,0.659785,0,0
0.147877,0.214602,0.990729,0.816438,0.117518,0,3.4
0.371484,0.97529,0.345483,0.244195,0.564974,1,2.5
0.98987,0.826234,0.262634,0.671882,0.25491,0,0
0.197446,0.758652,0.722044,0.399657,0.219605,0,0
0.010336,0.65828,0.431771,0.751803,0.344159,0,0
0.013093,0.13254,0.403884,0.221241,0.674655,0,6.8
0.914466,0.301565,0.783727,0.432036,0.787131,0,3.4
0.070196,0.071588,0.270979,0.044021,0.48574,0,3.4
0.494174,0.726558,0.224834,0.219291,0.978497,0,0
0.136365,0.802439,0.196382,0.384797,0.755613,0,0
0.006147,0.836892,0.96862,0.212685,0.849019,0,0
0.88439,0.450386,0.92061,0.251346,0.835123,0,6.8
0.139877,0.345331,0.550672,0.773238,0.630202,0,6.8
0.460599,0.786838,0.600073,0.755128,0.765721,0,0
0.964939,0.327988,0.390748,0.614063,0.787186,0,6.8
0.180583,0.387013,0.627765,0.326637,0.735107,0,6.8
0.200862,0.493272,0.090706,0.845295,0.302092,0,3.4
0.051582,0.859824,0.841071,0.575702,0.349797,0,0
0.950799,0.476438,0.970297,0.922808,0.56915,0,3.4
0.915578,0.2582,0.591866,0.175993,0.40442,1,10.2
0.681803,0.338785,0.000091,0.958578,0.085777,0,3.4
0.445614,0.318132,0.358208,0.083631,0.047219,1,10.2
0.719869,0.912471,0.291783,0.453098,0.890387,0,0
0.010065,0.808508,0.624762,0.924234,0.804758,0,0
0.856995,0.687562,0.650859,0.206515,0.308049,0,0
0.545585,0.001359,0.650691,0.500863,0.83604,0,3.4
0.840383,0.587362,0.385065,0.955218,0.019235,0,0
0.049173,0.093417,0.479128,0.087287,0.037213,0,6.8
0.530482,0.221217,0.594361,0.164386,0.764728,1,10.2
0.113285,0.32492,0.121412,0.476616,0.212795,0,3.4
0.374945,0.040916,0.544019,0.384547,0.141372,1,10.2
0.085116,0.550403,0.272135,0.654783,0.467776,0,0
0.549664,0.25747,0.442231,0.651495,0.928701,0,6.8
0.932203,0.118737,0.177662,0.461513,0.257247,0,3.4
0.665895,0.399464,0.007097,0.573923,0.215584,0,3.4
0.741179,0.115977,0.391114,0.68834,0.156118,0,6.8
0.334101,0.012338,0.61508,0.01197,0.268855,0,6.8
0.965007,0.31462,0.100928,0.743882,0.381262,0,3.4
0.110478,0.209871,0.573969,0.602358,0.602546,0,6.8
0.066254,0.556651,0.517935,0.291008,0.411874,0,0
0.431232,0.594813,0.158157,0.832141,0.066629,0,0
0.079929,0.775311,0.447529,0.128701,0.711056,0,0
0.062544,0.465001,0.482489,0.903078,0.978331,0,3.4
0.839137,0.431798,0.658818,0.053323,0.552651,0,6.8
0.36073,0.214494,0.073169,0.262474,0.366907,0,6.8
0.170288,0.808154,0.991785,0.489648,0.302016,0,0
0.247492,0.42613,0.120193,0.40384,0.294362,0,3.4
0.271817,0.356384,0.316298,0.331472,0.187973,1,10.2
0.259216,0.332633,0.865507,0.362024,0.949971,0,6.8
0.74135,0.156378,0.473452,0.674729,0.635325,0,6.8
0.327174,0.097747,0.394548,0.242514,0.795542,1,10.2
0.310974,0.481531,0.190049,0.963003,0.603385,0,3.4
0.087034,0.737079,0.256078,0.13338,0.461223,0,0
0.28876,0.510935,0.661127,0.495948,0.095603,0,0
0.501484,0.460247,0.836173,0.850887,0.358253,0,3.4
0.986891,0.360881,0.043313,0.275573,0.068938,0,6.8
0.408833,0.771566,0.256969,0.166074,0.085404,0,0
0.042749,0.835879,0.493363,0.783497,0.378782,0,0
0.283348,0.815951,0.759248,0.44966,0.659975,0,0
0.509017,0.620738,0.621618,0.494194,0.146263,0,0
0.009644,0.199846,0.060157,0.056408,0.402032,0,3.4
0.902352,0.050263,0.309188,0.734924,0.029446,0,6.8
0.833831,0.853948,0.05334,0.247611,0.942218,0,0
0.057392,0.101942,0.760539,0.902442,0.318468,0,0
0.858198,0.435102,0.438496,0.02169,0.308765,1,10.2
0.633846,0.859491,0.42977,0.039756,0.55683,1,2.5
0.494086,0.28921,0.430841,0.887882,0.378498,0,6.8
0.469149,0.391463,0.06919,0.363109,0.517064,0,6.8
0.179184,0.11513,0.608177,0.376827,0.149415,0,6.8
0.65762,0.779132,0.60293,0.510037,0.828728,0,0
0.400856,0.181457,0.204267,0.934377,0.309074,0,3.4
0.269315,0.911665,0.826184,0.053751,0.370142,0,0
0.646179,0.253761,0.751909,0.791255,0.433339,0,3.4
0.997713,0.644136,0.072227,0.197265,0.692504,0,0
0.322258,0.289243,0.917617,0.441217,0.854163,0,3.4
0.745134,0.985218,0.974782,0.522619,0.246029,0,0
0.956957,0.44897,0.652011,0.494173,0.78291,0,3.4
0.218227,0.146434,0.282338,0.226175,0.022434,0,6.8
0.100552,0.064721,0.40601,0.898245,0.667353,0,6.8
0.013125,0.543632,0.35393,0.420424,0.416622,0,0
0.302908,0.878174,0.132654,0.846051,0.995801,0,0
0.42083,0.193893,0.482448,0.825858,0.642596,0,6.8
0.338635,0.144571,0.107834,0.095524,0.840936,0,6.8
0.278093,0.397367,0.551929,0.513419,0.914643,0,6.8
0.494279,0.061148,0.260467,0.944371,0.358789,0,3.4
0.627585,0.133577,0.739366,0.28867,0.824538,0,6.8
0.216958,0.442544,0.703607,0.699821,0.224866,0,3.4
0.733318,0.235502,0.019429,0.833257,0.909011,0,3.4
0.75295,0.621068,0.502714,0.181589,0.599811,1,2.5
0.123304,0.132315,0.12209,0.837408,0.308919,0,3.4
0.577597,0.199106,0.405786,0.586033,0.671084,0,6.8
0.801135,0.772924,0.328496,0.0691,0.67257,1,2.5
0.434481,0.524122,0.292282,0.923264,0.114977,0,0
0.581655,0.257504,0.069542,0.631221,0.050364,0,3.4
0.662196,0.593632,0.473732,0.216515,0.964909,1,2.5
0.663126,0.713007,0.714441,0.557444,0.466372,0,0
0.191127,0.528161,0.698679,0.724342,0.35727,0,0
0.049247,0.051156,0.203183,0.390713,0.134742,0,3.4
0.140495,0.774644,0.778047,0.611307,0.455218,0,0
0.279145,0.443752,0.287152,0.475129,0.914751,0,3.4
0.337558,0.820876,0.154272,0.751549,0.523641,0,0
0.111895,0.640122,0.096234,0.372728,0.568086,0,0
0.316163,0.413535,0.488514,0.702196,0.645143,0,6.8
0.344387,0.635355,0.548637,0.091007,0.695395,1,2.5
0.430994,0.077953,0.434977,0.329877,0.927229,1,10.2
0.817304,0.675496,0.761222,0.675269,0.886374,0,0
0.646668,0.137266,0.209853,0.113605,0.25499,0,6.8
0.883732,0.157171,0.103499,0.18173,0.618645,0,6.8
0.327476,0.421673,0.344632,0.781116,0.691419,0,6.8
0.178371,0.644135,0.867562,0.103023,0.785395,0,0
0.963876,0.445503,0.1395,0.663267,0.519114,0,3.4
0.432568,0.982045,0.699058,0.967133,0.420227,0,0
0.225984,0.010441,0.802251,0.972409,0.652454,0,3.4
0.331342,0.345286,0.950909,0.073966,0.219907,0,6.8
0.032125,0.967646,0.071653,0.125655,0.728451,0,0
0.003329,0.995974,0.981854,0.170676,0.841646,0,0
0.46214,0.239705,0.2814,0.2428,0.607324,0,6.8
0.673024,0.575285,0.125976,0.297515,0.67132,0,0
0.330477,0.165247,0.321778,0.051136,0.280443,1,10.2
0.286945,0.881078,0.607224,0.060419,0.822458,0,0
0.063192,0.784723,0.800898,0.625742,0.293651,0,0
0.551293,0.313284,0.064561,0.204683,0.533112,0,6.8
0.195869,0.835259,0.895812,0.683827,0.748061,0,0
0.788449,0.48984,0.588696,0.57599,0.878638,0,6.8
0.326014,0.965666,0.916072,0.535531,0.738286,0,0
0.333089,0.950996,0.250484,0.360738,0.813202,0,0
0.713891,0.019601,0.478266,0.271098,0.729657,1,10.2
0.845936,0.378584,0.023906,0.897024,0.991259,0,3.4
0.92983,0.165516,0.409771,0.335636,0.86134,1,10.2
0.924152,0.359406,0.773163,0.340787,0.602496,0,6.8
0.993891,0.176502,0.063468,0.307722,0.491355,0,6.8
0.732103,0.418167,0.583757,0.058541,0.579713,1,10.2
0.345394,0.28122,0.632378,0.456897,0.472365,0,3.4
0.064675,0.83543,0.17154,0.798806,0.008828,0,0
0.715147,0.719096,0.304141,0.507619,0.663695,0,0
0.287595,0.649848,0.401549,0.468722,0.383677,0,0
0.552328,0.438585,0.69002,0.983561,0.045398,0,3.4
0.975137,0.221484,0.090084,0.71054,0.505511,0,3.4
0.080811,0.276724,0.90155,0.546161,0.504271,0,0
0.785363,0.8043,0.24878,0.434561,0.328052,0,0
0.326348,0.451373,0.930207,0.875111,0.90961,0,3.4
0.176497,0.740942,0.758584,0.020774,0.893719,0,0
0.566345,0.284439,0.611437,0.866033,0.488052,0,3.4
0.975261,0.151747,0.134357,0.050865,0.695093,0,6.8
0.608097,0.755064,0.424109,0.241875,0.742241,1,2.5
0.558996,0.342428,0.55745,0.175419,0.327921,1,10.2
0.099179,0.756149,0.689948,0.089578,0.237128,0,0
0.508097,0.601172,0.713926,0.058055,0.177949,0,0
0.715299,0.795761,0.394699,0.342378,0.500581,1,2.5
0.023768,0.595947,0.180245,0.268906,0.103577,0,0
0.556288,0.346896,0.853793,0.830639,0.051589,0,3.4
0.18836,0.216592,0.14603,0.524256,0.639826,0,3.4
0.409951,0.104701,0.789974,0.220395,0.179678,0,6.8
0.271482,0.433789,0.155168,0.787331,0.156327,0,3.4
0.716433,0.059719,0.078839,0.948826,0.55326,0,3.4
0.754843,0.568345,0.281842,0.457127,0.653003,0,0
0.082278,0.53884,0.450478,0.149685,0.032523,0,0
0.562246,0.279193,0.737194,0.177846,0.471882,0,6.8
0.053764,0.202584,0.811361,0.539209,0.204003,0,0
0.138369,0.587374,0.325156,0.700918,0.141903,0,0
0.563172,0.417994,0.570343,0.304378,0.13941,1,10.2
0.520971,0.35574,0.432612,0.724741,0.855844,0,6.8
0.009512,0.450838,0.416175,0.200383,0.710315,0,6.8
0.395856,0.840465,0.349385,0.724205,0.70446,0,0
0.326819,0.538977,0.401061,0.322973,0.463198,1,2.5
0.312435,0.220435,0.667655,0.462703,0.762657,0,3.4
0.628491,0.120668,0.935865,0.373894,0.575939,0,6.8
0.769929,0.39442,0.308265,0.153781,0.435976,1,10.2
0.095249,0.297242,0.397219,0.683916,0.777194,0,3.4
0.760248,0.813452,0.362962,0.107708,0.132937,1,2.5
0.697124,0.00902,0.485322,0.79797,0.314197,0,6.8
0.573297,0.687118,0.426996,0.160177,0.329712,1,2.5
0.106521,0.396455,0.253403,0.06074,0.102374,0,6.8
0.233947,0.567518,0.425574,0.236029,0.438372,1,2.5
0.769712,0.405462,0.855823,0.368551,0.081775,0,6.8
0.847121,0.073451,0.110532,0.050266,0.578404,0,6.8
0.558258,0.876501,0.531502,0.074723,0.540658,1,2.5
0.37844,0.369883,0.420197,0.191817,0.383417,1,10.2
0.719672,0.131445,0.152855,0.95057,0.745676,0,3.4
0.992585,0.96409,0.755739,0.672434,0.350953,0,0
0.988263,0.440378,0.827613,0.113033,0.640967,0,6.8
0.010013,0.419873,0.931441,0.453722,0.963022,0,0
0.702449,0.712441,0.541919,0.93246,0.645051,0,0
0.824894,0.725052,0.104144,0.48978,0.868482,0,0
0.603911,0.310443,0.677787,0.130341,0.684771,0,6.8
0.753115,0.27497,0.378752,0.441035,0.825582,0,6.8
0.666836,0.038424,0.426513,0.566855,0.559647,0,6.8
0.748909,0.756043,0.021991,0.426812,0.853993,0,0
0.822073,0.09449,0.651819,0.601853,0.527846,0,3.4
0.242159,0.628407,0.295772,0.989813,0.140351,0,0
0.801411,0.118158,0.632536,0.390456,0.646561,0,6.8
0.005652,0.41554,0.844318,0.845116,0.679838,0,0
0.531248,0.392124,0.334306,0.045745,0.884973,1,10.2
0.962527,0.61123,0.335822,0.979452,0.418528,0,0
0.552811,0.782768,0.423307,0.266023,0.35705,1,2.5
0.188886,0.710585,0.669787,0.253451,0.787226,0,0
0.837658,0.121891,0.142192,0.782964,0.194283,0,3.4
0.055032,0.661809,0.515247,0.840181,0.987234,0,0
0.102565,0.444062,0.419441,0.839471,0.595094,0,6.8
0.480996,0.919249,0.242973,0.607761,0.201976,0,0
0.306998,0.799656,0.178025,0.852358,0.447964,0,0
0.658023,0.255763,0.45633,0.921948,0.065606,0,6.8
0.439203,0.263061,0.747785,0.455034,0.629441,0,3.4
0.307386,0.563756,0.310829,0.30655,0.220751,1,2.5
0.963583,0.248666,0.568126,0.249114,0.626072,1,10.2
0.611383,0.039258,0.641499,0.955158,0.642215,0,3.4
0.412355,0.334227,0.993633,0.821469,0.520845,0,3.4
0.358619,0.402209,0.590067,0.237106,0.591976,1,10.2
0.558587,0.471793,0.98491,0.904468,0.620136,0,3.4
0.596608,0.158666,0.940544,0.083748,0.60304,0,6.8
0.405574,0.74084,0.780455,0.972259,0.076225,0,0
0.179505,0.356914,0.732141,0.478034,0.765661,0,3.4
0.869114,0.666416,0.302571,0.074653,0.783297,1,2.5
0.037212,0.829535,0.922564,0.201047,0.809204,0,0
0.514579,0.586992,0.051336,0.312801,0.591463,0,0
0.774366,0.547243,0.922583,0.513567,0.03636,0,0
0.039806,0.612408,0.585334,0.057058,0.493681,0,0
0.333659,0.437851,0.714359,0.568903,0.0737,0,3.4
0.367656,0.361688,0.376362,0.797531,0.894542,0,6.8
0.927698,0.845032,0.001386,0.065128,0.653471,0,0
0.228713,0.9137,0.857527,0.401564,0.367754,0,0
0.257056,0.716551,0.416989,0.950548,0.236326,0,0
0.974928,0.240495,0.86016,0.529961,0.450774,0,3.4
0.189438,0.62046,0.241171,0.895609,0.223102,0,0
0.069139,0.823892,0.35465,0.035032,0.010337,0,0
0.575804,0.790268,0.342224,0.737657,0.786033,0,0
0.24321,0.180225,0.473822,0.328604,0.541806,1,10.2
0.724069,0.596396,0.169841,0.191833,0.975719,0,0
0.70919,0.636378,0.204694,0.966899,0.438039,0,0
0.239452,0.131267,0.58059,0.802086,0.729932,0,6.8
0.043176,0.912122,0.885414,0.051743,0.780146,0,0
0.472767,0.979165,0.074454,0.380677,0.723801,0,0
0.440737,0.869451,0.738915,0.493862,0.562801,0,0
0.69395,0.719538,0.66274,0.052737,0.658146,0,0
0.965546,0.189006,0.113313,0.724021,0.470911,0,3.4
0.327818,0.283716,0.073023,0.484311,0.58371,0,3.4
0.179511,0.726864,0.881273,0.071618,0.372281,0,0
0.152538,0.950033,0.325872,0.928047,0.203759,0,0
0.153024,0.891862,0.576569,0.757815,0.582522,0,0
0.26853,0.521161,0.890977,0.370036,0.786009,0,0
0.308059,0.564309,0.315776,0.271623,0.693794,1,2.5
0.896473,0.079987,0.646898,0.304537,0.34705,0,6.8
0.844696,0.85133,0.366521,0.812378,0.338078,0,0
0.657836,0.666636,0.728976,0.500177,0.148427,0,0
0.643263,0.342284,0.380927,0.490841,0.678535,0,6.8
0.929824,0.259325,0.054101,0.551921,0.263254,0,3.4
0.519609,0.489566,0.813888,0.083689,0.689097,0,6.8
0.148836,0.575476,0.858828,0.037511,0.035716,0,0
0.540163,0.295821,0.890507,0.332453,0.392785,0,6.8
0.562557,0.43709,0.978983,0.715218,0.663056,0,3.4
0.776252,0.637953,0.675543,0.06801,0.183375,0,0
0.90047,0.765655,0.834209,0.411693,0.88059,0,0
0.393775,0.301539,0.329901,0.825498,0.152841,0,6.8
0.74611,0.686893,0.160036,0.054352,0.825045,0,0
0.33466,0.136112,0.515205,0.092102,0.988661,1,10.2
0.051559,0.734474,0.452903,0.702142,0.58999,0,0
0.050655,0.67249,0.127203,0.901404,0.490369,0,0
0.2357,0.744323,0.860138,0.421705,0.769334,0,0
0.797848,0.067705,0.102247,0.153069,0.083877,0,6.8
0.65243,0.727452,0.857297,0.442875,0.410875,0,0
0.891895,0.361277,0.948293,0.795392,0.88492,0,3.4
0.903564,0.799313,0.509316,0.208089,0.27158,1,2.5
0.059315,0.738476,0.902863,0.860806,0.879595,0,0
0.503329,0.127396,0.40983,0.704736,0.079771,0,6.8
0.599296,0.801891,0.215134,0.290707,0.6503,0,0
0.777364,0.836413,0.53457,0.837601,0.666616,0,0
0.493307,0.752017,0.987787,0.526015,0.779495,0,0
0.598865,0.881621,0.230132,0.560501,0.330289,0,0
0.866422,0.870768,0.296482,0.973662,0.611544,0,0
0.627961,0.065945,0.388499,0.04185,0.64091,1,10.2
0.314594,0.788713,0.930806,0.686758,0.444522,0,0
0.12768,0.635286,0.530556,0.288331,0.08283,1,2.5
0.566259,0.697499,0.070249,0.917443,0.459186,0,0
0.180793,0.239006,0.038428,0.393995,0.463073,0,6.8
0.744442,0.943351,0.522271,0.616515,0.771455,0,0
0.226585,0.488807,0.136836,0.919026,0.890704,0,3.4
0.137198,0.30569,0.806717,0.462663,0.917556,0,3.4
0.275066,0.889298,0.427767,0.83309,0.351639,0,0
