@relation 'if(A1==1 || A2==1 || A3==1) then 1 else 0'

@attribute A1 {0,1}
@attribute A2 {0,1}
@attribute A3 {0,1}
@attribute A4 {0,1}
@attribute A5 numeric
@attribute class numeric

@data
0,1,1,0,0.914834,1
0,1,0,0,0.109427,1
0,1,1,0,0.392354,1
0,0,0,0,0.880044,0
1,1,0,0,0.906523,1
1,1,1,0,0.07559,1
0,0,0,0,0.231159,0
0,1,1,1,0.174561,1
1,1,0,1,0.344891,1
1,0,0,0,0.398309,1
1,0,0,1,0.2176,1
1,0,1,0,0.542549,1
1,0,1,1,0.673331,1
0,0,1,1,0.274729,1
1,0,0,1,0.777759,1
1,1,0,0,0.53498,1
1,0,0,1,0.826998,1
0,1,0,0,0.319242,1
0,0,1,0,0.191335,1
0,0,1,0,0.455301,1
0,0,1,1,0.485626,1
0,1,0,0,0.069309,1
0,0,0,1,0.993852,0
1,1,0,1,0.673457,1
0,0,1,1,0.118087,1
1,0,1,0,0.154664,1
0,0,1,0,0.204503,1
1,0,1,0,0.207145,1
0,0,0,0,0.226566,0
0,0,0,1,0.804633,0
1,1,0,1,0.987199,1
0,1,1,0,0.354875,1
1,0,1,1,0.199176,1
1,1,1,0,0.002052,1
1,0,1,1,0.681495,1
1,1,1,0,0.752325,1
1,1,1,0,0.087112,1
0,0,1,0,0.382339,1
1,1,0,0,0.875433,1
1,0,1,0,0.466638,1
0,1,0,1,0.435861,1
1,0,0,1,0.922546,1
0,0,0,1,0.333915,0
1,0,0,0,0.642751,1
1,0,0,1,0.019764,1
0,1,0,1,0.56775,1
1,1,0,1,0.144101,1
0,0,1,0,0.77146,1
0,0,1,1,0.955174,1
0,1,1,1,0.200966,1
1,0,1,1,0.393408,1
0,1,0,1,0.860898,1
0,1,0,0,0.199676,1
1,1,1,0,0.777748,1
1,1,1,0,0.056041,1
0,1,1,0,0.661204,1
0,0,0,0,0.883343,0
1,0,0,0,0.017994,1
1,1,1,0,0.530593,1
1,0,0,1,0.616644,1
0,0,0,0,0.262689,0
0,0,1,1,0.774962,1
0,0,0,1,0.444114,0
1,1,1,0,0.400036,1
1,0,1,1,0.338984,1
1,1,1,1,0.085314,1
1,0,0,1,0.917111,1
0,0,0,1,0.721313,0
1,1,1,1,0.339817,1
0,1,1,0,0.944052,1
1,0,1,0,0.469343,1
0,0,0,0,0.595175,0
0,0,0,0,0.326256,0
1,1,1,1,0.044478,1
1,0,1,1,0.137843,1
1,1,0,0,0.402208,1
1,0,1,0,0.157706,1
1,0,1,1,0.07586,1
1,1,1,1,0.17646,1
1,1,1,0,0.883531,1
1,0,0,0,0.92251,1
0,1,0,1,0.68029,1
0,0,0,0,0.910313,0
0,0,0,0,0.670916,0
1,0,0,0,0.724602,1
1,1,1,1,0.835218,1
1,1,1,0,0.928917,1
1,0,1,0,0.072505,1
1,0,1,0,0.404963,1
0,1,1,0,0.249489,1
1,1,0,0,0.818308,1
1,0,1,1,0.608673,1
1,0,0,0,0.371371,1
1,1,0,0,0.338197,1
1,0,1,0,0.055386,1
0,0,1,1,0.223224,1
0,1,1,1,0.210935,1
0,1,0,1,0.475501,1
1,1,1,1,0.516762,1
0,0,1,0,0.182049,1
0,1,1,1,0.167079,1
0,1,1,0,0.514562,1
0,0,1,1,0.289772,1
0,0,0,0,0.414512,0
0,0,1,0,0.876169,1
1,1,0,1,0.010053,1
1,1,0,0,0.11491,1
0,1,0,0,0.452267,1
0,1,0,0,0.97868,1
1,1,1,1,0.181241,1
0,0,0,0,0.836776,0
1,1,0,0,0.175863,1
1,1,0,1,0.345766,1
0,0,1,1,0.412427,1
1,0,0,1,0.694767,1
0,0,0,0,0.291402,0
0,0,0,1,0.694348,0
0,0,0,1,0.002559,0
1,0,1,0,0.145042,1
1,0,0,0,0.827698,1
0,0,1,1,0.302287,1
0,1,0,1,0.947133,1
1,0,0,1,0.171949,1
1,0,1,0,0.96877,1
0,1,1,1,0.379961,1
1,1,0,1,0.763041,1
1,0,1,1,0.71991,1
1,1,0,1,0.2172,1
0,0,1,1,0.405515,1
0,1,0,0,0.750784,1
0,0,0,1,0.955874,0
0,0,0,1,0.220771,0
0,1,0,1,0.388295,1
1,1,0,1,0.628558,1
1,1,1,1,0.55782,1
0,1,1,1,0.587988,1
1,1,0,0,0.588454,1
0,0,1,0,0.168953,1
1,1,0,0,0.116364,1
0,1,1,0,0.667475,1
1,0,1,1,0.690439,1
1,0,0,0,0.321591,1
1,1,0,0,0.034385,1
0,0,1,0,0.571931,1
0,1,1,1,0.804049,1
0,0,1,0,0.313794,1
0,1,1,0,0.013702,1
1,1,0,1,0.689225,1
0,1,1,0,0.948974,1
1,0,0,1,0.386406,1
1,0,0,1,0.328166,1
0,0,1,0,0.54137,1
1,1,0,1,0.867205,1
0,0,0,0,0.143213,0
1,0,1,1,0.599141,1
1,0,1,1,0.126553,1
0,1,0,1,0.102443,1
0,0,1,1,0.969908,1
0,1,0,1,0.712194,1
1,1,0,0,0.810036,1
0,0,1,1,0.286591,1
1,1,1,0,0.612358,1
1,0,0,1,0.842933,1
0,0,1,0,0.416671,1
1,1,1,1,0.480646,1
0,1,0,1,0.79397,1
1,1,0,1,0.295251,1
0,1,0,1,0.420941,1
1,0,0,0,0.230803,1
0,1,0,0,0.698225,1
0,0,0,1,0.99688,0
1,0,1,0,0.029832,1
0,1,0,0,0.720281,1
1,0,0,1,0.245008,1
1,0,0,1,0.044956,1
0,1,0,1,0.50953,1
1,1,1,0,0.023379,1
1,1,0,0,0.348144,1
0,1,0,0,0.648458,1
0,0,0,0,0.318837,0
0,1,0,0,0.000481,1
1,0,1,0,0.756578,1
0,0,0,1,0.174677,0
0,0,1,1,0.480363,1
0,1,0,0,0.811227,1
1,1,0,1,0.652944,1
1,0,1,1,0.773527,1
0,1,1,1,0.144973,1
1,0,0,1,0.36776,1
0,0,1,0,0.910798,1
0,0,0,0,0.226307,0
0,0,0,1,0.485624,0
1,1,1,1,0.30098,1
0,1,1,0,0.795569,1
1,0,0,1,0.244681,1
1,0,1,1,0.893652,1
1,1,0,0,0.16991,1
1,0,1,0,0.934351,1
0,0,1,1,0.430937,1
1,0,0,0,0.943721,1
1,1,1,0,0.707813,1
1,1,1,0,0.575914,1
1,1,0,0,0.502247,1
0,0,0,0,0.743056,0
0,1,1,0,0.868373,1
1,1,1,1,0.514867,1
0,0,0,0,0.179443,0
1,1,0,0,0.086279,1
0,1,0,1,0.311261,1
0,0,1,1,0.562699,1
0,1,1,1,0.344977,1
1,0,1,1,0.299035,1
1,1,0,0,0.748632,1
1,0,1,0,0.113457,1
1,0,1,0,0.685042,1
0,1,1,1,0.771786,1
0,0,0,1,0.262555,0
0,1,0,1,0.173111,1
0,0,1,0,0.047466,1
0,0,0,1,0.959574,0
1,0,1,0,0.298133,1
0,1,1,1,0.199186,1
0,1,1,0,0.169823,1
1,1,1,1,0.054185,1
1,1,0,1,0.538019,1
1,1,1,0,0.231048,1
0,0,1,0,0.261311,1
1,0,1,0,0.622089,1
1,1,1,0,0.271286,1
0,1,0,1,0.081259,1
0,0,1,1,0.157302,1
0,0,1,1,0.244693,1
1,1,0,0,0.183058,1
0,0,1,1,0.8047,1
0,1,0,0,0.407066,1
0,1,0,1,0.596833,1
0,0,1,1,0.711069,1
0,0,1,0,0.264711,1
1,1,0,1,0.703026,1
1,0,0,0,0.455128,1
1,1,1,1,0.24126,1
0,1,0,0,0.374284,1
0,0,0,0,0.514003,0
1,0,0,1,0.839709,1
0,1,0,0,0.446768,1
1,1,0,0,0.505373,1
1,0,1,1,0.645256,1
0,0,0,1,0.861016,0
1,0,0,0,0.013152,1
1,1,0,0,0.630693,1
1,1,1,0,0.714728,1
0,1,0,0,0.867753,1
0,1,0,1,0.837379,1
0,0,0,0,0.9899,0
1,0,1,1,0.207764,1
1,1,0,1,0.172777,1
1,0,0,1,0.539139,1
0,1,1,1,0.455846,1
0,0,1,1,0.851663,1
0,1,1,0,0.970583,1
0,0,0,0,0.780214,0
1,1,1,0,0.316639,1
0,1,1,1,0.536771,1
0,1,0,0,0.053251,1
0,1,1,0,0.451157,1
0,1,1,1,0.885522,1
1,1,1,1,0.902447,1
0,1,1,0,0.581082,1
0,0,1,1,0.254232,1
0,1,0,0,0.203127,1
1,0,1,1,0.004057,1
0,1,0,1,0.469867,1
0,0,0,1,0.587562,0
1,1,0,1,0.105459,1
0,1,1,0,0.181271,1
0,1,1,0,0.91861,1
1,1,0,0,0.917632,1
0,1,1,1,0.095985,1
0,0,0,0,0.358284,0
0,0,0,0,0.219711,0
0,0,1,1,0.01581,1
0,1,0,0,0.781502,1
1,1,0,1,0.523187,1
1,1,0,1,0.268013,1
0,1,1,1,0.529236,1
1,0,0,0,0.109008,1
0,0,1,0,0.056551,1
0,0,1,1,0.115799,1
1,0,0,1,0.357431,1
0,0,1,1,0.274566,1
0,0,1,0,0.908418,1
0,0,1,0,0.507721,1
0,1,0,1,0.213195,1
1,0,0,1,0.96521,1
1,0,0,1,0.358212,1
0,1,1,1,0.57282,1
1,1,0,1,0.559845,1
1,0,1,0,0.541219,1
0,0,0,1,0.233703,0
1,1,1,1,0.750208,1
1,0,1,1,0.836553,1
1,0,0,1,0.868631,1
1,1,1,1,0.013007,1
0,0,1,1,0.580635,1
0,0,1,0,0.509555,1
1,1,0,1,0.770652,1
1,0,0,0,0.187705,1
0,1,1,1,0.208102,1
1,1,1,1,0.019188,1
0,0,0,1,0.481664,0
1,0,1,0,0.625509,1
1,0,0,1,0.303817,1
0,0,1,0,0.131227,1
0,1,0,0,0.058812,1
1,1,1,1,0.437517,1
0,1,1,1,0.649225,1
0,1,0,0,0.545679,1
0,0,1,1,0.433696,1
0,1,1,0,0.027941,1
1,1,1,1,0.795506,1
0,1,0,1,0.867216,1
1,0,0,0,0.670493,1
1,0,0,0,0.583294,1
1,0,0,0,0.053833,1
0,0,0,1,0.198611,0
0,0,0,0,0.036843,0
1,1,0,0,0.243384,1
1,1,0,0,0.563866,1
1,0,0,0,0.682046,1
1,0,0,0,0.690162,1
0,0,1,1,0.588046,1
0,1,0,1,0.33736,1
1,1,1,0,0.282871,1
1,0,1,0,0.134554,1
1,0,1,1,0.871412,1
1,1,0,0,0.979426,1
0,1,1,0,0.986389,1
1,1,1,0,0.112291,1
0,1,0,1,0.639617,1
1,0,1,1,0.251921,1
1,0,1,0,0.360441,1
0,0,1,0,0.258878,1
0,0,1,1,0.978176,1
0,1,1,0,0.761574,1
0,0,1,1,0.125069,1
0,0,0,1,0.671994,0
0,1,0,1,0.65189,1
1,0,1,1,0.829883,1
1,1,0,0,0.965242,1
1,1,0,0,0.522157,1
0,1,1,1,0.822981,1
1,1,1,1,0.032509,1
0,0,0,1,0.32362,0
1,1,0,1,0.966732,1
1,1,0,1,0.862242,1
1,1,0,0,0.982751,1
0,1,0,0,0.317546,1
1,0,0,0,0.918945,1
0,0,0,1,0.00338,0
0,0,1,0,0.676906,1
0,0,1,1,0.23794,1
0,1,0,0,0.66988,1
1,1,0,1,0.232279,1
0,1,1,0,0.118691,1
0,1,0,0,0.307497,1
1,1,1,1,0.963919,1
1,1,1,1,0.850814,1
0,0,0,0,0.995596,0
1,0,1,1,0.501556,1
1,0,1,1,0.886938,1
0,1,0,1,0.608896,1
1,0,0,0,0.891934,1
0,1,1,1,0.267259,1
1,0,1,0,0.841571,1
1,0,1,0,0.158836,1
1,1,0,0,0.891524,1
0,0,0,0,0.915047,0
0,0,1,0,0.955149,1
0,1,1,1,0.852669,1
0,0,1,0,0.447363,1
0,0,0,0,0.301339,0
1,0,1,1,0.493469,1
1,1,1,0,0.575948,1
1,1,1,0,0.076287,1
0,0,1,0,0.17214,1
0,0,1,0,0.237335,1
1,1,0,0,0.39064,1
1,0,1,0,0.773565,1
1,1,1,0,0.194605,1
1,0,0,0,0.318846,1
0,1,0,0,0.245072,1
0,1,1,0,0.035512,1
0,1,0,1,0.267035,1
1,1,1,0,0.710702,1
0,0,0,1,0.900498,0
0,1,1,0,0.027617,1
0,0,0,1,0.167527,0
0,0,1,1,0.414327,1
0,1,0,1,0.52171,1
0,1,0,1,0.741375,1
0,0,0,1,0.977453,0
0,0,1,0,0.40142,1
1,0,1,0,0.083207,1
0,0,0,1,0.944893,0
1,1,1,1,0.998189,1
1,1,0,0,0.52855,1
0,1,0,0,0.852796,1
0,1,1,1,0.350522,1
0,0,0,1,0.067983,0
1,1,1,1,0.965738,1
0,1,0,1,0.731101,1
0,0,1,1,0.697182,1
0,1,1,1,0.280584,1
1,1,0,1,0.157477,1
0,0,0,1,0.148295,0
1,0,0,1,0.375695,1
1,0,1,0,0.108217,1
1,0,0,1,0.968438,1
0,1,0,1,0.548489,1
0,1,1,1,0.812383,1
1,0,0,1,0.838735,1
1,0,1,0,0.456175,1
1,0,1,0,0.227559,1
0,1,0,1,0.069321,1
1,0,0,1,0.050235,1
0,0,1,0,0.659382,1
1,0,1,0,0.431779,1
1,1,0,1,0.019069,1
1,0,0,0,0.566171,1
0,0,1,1,0.892842,1
0,0,0,1,0.172496,0
0,0,0,1,0.00737,0
0,1,1,1,0.959955,1
1,1,0,1,0.298964,1
1,0,1,1,0.166186,1
0,1,1,1,0.129199,1
1,0,1,1,0.210284,1
1,1,0,0,0.820864,1
0,0,0,0,0.669559,0
0,0,1,0,0.111741,1
1,1,1,0,0.546884,1
0,1,1,1,0.333219,1
0,1,1,0,0.746019,1
1,0,1,0,0.322254,1
0,0,1,1,0.87111,1
0,1,1,1,0.39468,1
0,1,1,1,0.672598,1
0,1,1,0,0.599471,1
0,0,1,0,0.386804,1
1,1,1,1,0.969393,1
0,1,1,1,0.775608,1
1,0,0,1,0.444086,1
0,0,0,0,0.234048,0
1,0,1,1,0.505247,1
1,1,0,1,0.968611,1
1,0,0,1,0.597043,1
1,1,0,1,0.981916,1
1,1,1,0,0.952738,1
1,1,1,0,0.65788,1
1,0,1,0,0.183758,1
1,0,0,1,0.806067,1
1,0,1,1,0.66087,1
0,1,1,0,0.478415,1
0,0,1,0,0.408076,1
1,0,0,0,0.052986,1
0,0,1,1,0.59533,1
1,1,0,1,0.527635,1
0,1,0,0,0.241656,1
0,1,0,0,0.674918,1
0,1,1,0,0.98919,1
1,0,1,1,0.374271,1
1,0,0,0,0.672678,1
1,0,1,0,0.708009,1
0,0,1,0,0.357677,1
1,0,1,0,0.13653,1
0,0,1,1,0.852148,1
0,0,1,1,0.56089,1
1,1,0,0,0.786113,1
0,0,1,0,0.346499,1
1,0,1,1,0.906743,1
1,1,0,1,0.381936,1
0,0,0,0,0.533899,0
1,0,0,0,0.146831,1
0,0,1,1,0.274088,1
0,0,0,0,0.180635,0
0,1,0,1,0.287446,1
1,1,0,1,0.601113,1
0,0,0,0,0.159467,0
1,0,1,1,0.691988,1
0,0,1,0,0.841279,1
1,1,1,0,0.540935,1
1,0,1,1,0.112427,1
1,0,0,1,0.192603,1
0,0,1,1,0.589042,1
0,1,0,1,0.420496,1
1,1,1,1,0.777382,1
0,1,0,1,0.603087,1
1,0,0,1,0.964942,1
1,0,1,0,0.103717,1
1,0,1,0,0.584227,1
0,0,0,1,0.243607,0
1,1,1,1,0.891215,1
1,0,0,0,0.369167,1
1,1,1,1,0.513168,1
1,1,0,0,0.54794,1
1,0,1,0,0.358455,1
1,0,1,0,0.184715,1
1,1,0,0,0.092346,1
1,1,1,0,0.886058,1
1,0,0,1,0.493227,1
0,0,0,0,0.476655,0
0,1,1,1,0.467538,1
0,1,0,1,0.396305,1
0,0,1,0,0.851138,1
1,0,1,0,0.197199,1
1,0,1,1,0.720093,1
0,0,1,0,0.385393,1
0,0,0,1,0.213607,0
0,1,0,0,0.979512,1
0,1,1,1,0.602471,1
0,1,1,1,0.417974,1
0,0,1,0,0.862844,1
1,0,1,0,0.561145,1
1,1,0,1,0.510112,1
1,1,1,1,0.68724,1
1,0,0,1,0.162099,1
0,1,1,1,0.454506,1
1,1,0,0,0.814079,1
0,0,1,0,0.63399,1
1,1,1,0,0.27702,1
1,0,1,0,0.047151,1
1,0,1,1,0.640796,1
1,1,0,1,0.063833,1
1,1,1,1,0.039016,1
1,1,1,0,0.425019,1
1,0,0,1,0.803384,1
0,0,1,0,0.200654,1
0,1,1,0,0.272793,1
1,1,0,0,0.728322,1
0,0,1,1,0.863503,1
1,1,0,1,0.20923,1
1,1,0,1,0.387773,1
1,1,0,0,0.772679,1
0,0,1,0,0.233289,1
0,1,1,0,0.720825,1
1,0,1,1,0.666903,1
1,1,1,0,0.997158,1
1,0,0,1,0.813854,1
0,1,1,0,0.802842,1
0,1,1,0,0.476396,1
1,0,1,0,0.536261,1
0,0,0,0,0.910029,0
1,0,0,0,0.627073,1
1,0,0,0,0.56623,1
0,0,1,1,0.354479,1
1,1,0,1,0.060398,1
1,0,0,1,0.810827,1
1,1,1,0,0.733775,1
0,0,1,0,0.929892,1
1,0,1,0,0.97737,1
1,1,0,1,0.031186,1
0,0,1,0,0.381715,1
1,0,1,1,0.927409,1
0,0,1,0,0.003924,1
1,1,1,0,0.044859,1
0,0,0,0,0.916446,0
0,0,1,1,0.662574,1
0,0,1,1,0.36185,1
0,0,0,1,0.684592,0
0,1,1,0,0.504454,1
0,0,1,0,0.923463,1
0,0,0,1,0.990701,0
0,1,1,1,0.747821,1
0,0,1,0,0.431686,1
0,1,1,1,0.891087,1
1,1,0,0,0.957345,1
1,1,1,1,0.944205,1
0,1,1,1,0.194737,1
0,0,1,1,0.477754,1
0,1,0,0,0.25293,1
0,1,1,0,0.225945,1
1,1,1,0,0.492699,1
0,0,0,0,0.388268,0
0,1,1,1,0.287219,1
0,0,1,1,0.888234,1
0,0,0,0,0.484825,0
1,0,0,0,0.600366,1
1,1,0,1,0.53968,1
0,1,1,1,0.796927,1
0,1,1,1,0.031678,1
1,0,0,1,0.758726,1
1,1,0,0,0.632374,1
0,1,0,1,0.976493,1
1,0,0,1,0.146243,1
1,0,1,1,0.18091,1
1,1,1,1,0.551606,1
0,1,1,0,0.573552,1
1,1,1,0,0.546518,1
1,1,0,1,0.784006,1
1,0,0,0,0.863451,1
0,1,1,0,0.899731,1
1,1,1,1,0.022362,1
1,1,1,0,0.257309,1
0,1,0,0,0.542709,1
1,1,1,1,0.852369,1
0,0,0,1,0.306968,0
1,1,0,0,0.229244,1
0,0,0,1,0.465474,0
1,0,0,1,0.512518,1
1,1,1,0,0.27706,1
0,1,0,1,0.005828,1
0,0,1,1,0.70244,1
0,1,1,0,0.12693,1
0,1,0,1,0.595999,1
1,0,0,0,0.693334,1
0,1,1,1,0.493229,1
1,1,0,1,0.994228,1
1,0,0,0,0.360245,1
0,1,1,1,0.159391,1
1,0,1,1,0.181416,1
1,0,1,0,0.995132,1
0,1,0,1,0.912172,1
1,1,0,1,0.334653,1
0,0,1,0,0.445639,1
0,0,1,0,0.632633,1
0,1,0,1,0.741015,1
0,1,1,1,0.811215,1
0,1,1,1,0.874029,1
1,1,0,1,0.480205,1
0,0,1,1,0.308782,1
0,1,1,0,0.55436,1
1,1,1,1,0.297431,1
0,1,0,1,0.874649,1
1,0,0,0,0.709231,1
0,0,0,1,0.810784,0
1,0,1,0,0.32124,1
0,1,1,1,0.534854,1
1,1,0,1,0.295568,1
1,0,1,1,0.96931,1
0,0,0,0,0.176376,0
0,1,0,0,0.538772,1
1,1,0,1,0.796306,1
0,0,0,0,0.20921,0
1,0,1,0,0.34683,1
1,1,0,1,0.748107,1
0,1,0,1,0.978762,1
0,0,1,1,0.256605,1
1,1,0,0,0.424367,1
1,0,1,0,0.333713,1
0,0,0,1,0.615963,0
1,1,0,1,0.460992,1
1,0,1,0,0.29039,1
0,1,1,0,0.524389,1
0,0,0,0,0.365263,0
0,1,0,0,0.701833,1
0,1,0,0,0.030643,1
1,0,0,1,0.077793,1
1,1,0,1,0.175769,1
0,1,0,1,0.339222,1
0,0,0,0,0.950332,0
1,0,1,0,0.254355,1
1,1,1,0,0.006714,1
1,0,1,1,0.532995,1
0,0,1,0,0.675414,1
1,0,1,0,0.263604,1
1,1,1,0,0.9602,1
1,1,0,0,0.771261,1
0,1,1,1,0.600211,1
1,1,1,0,0.247017,1
1,0,0,0,0.409268,1
1,1,1,1,0.372182,1
1,1,0,1,0.872188,1
1,1,1,1,0.862481,1
1,1,0,0,0.336053,1
1,0,0,1,0.051916,1
1,0,1,0,0.691621,1
0,1,1,0,0.442695,1
1,1,0,0,0.884818,1
1,0,0,0,0.387016,1
1,1,1,1,0.947069,1
0,0,1,0,0.513309,1
1,0,0,0,0.080942,1
0,1,1,0,0.141151,1
0,0,1,1,0.106964,1
0,1,0,0,0.176315,1
0,1,0,0,0.769479,1
1,1,0,1,0.973888,1
1,0,1,1,0.843307,1
1,0,1,0,0.490205,1
1,1,1,1,0.085706,1
0,1,0,0,0.003364,1
1,0,0,0,0.075361,1
1,1,0,1,0.510602,1
1,1,1,0,0.185096,1
0,1,1,0,0.055029,1
1,1,1,1,0.989399,1
1,0,1,1,0.093596,1
0,1,0,0,0.531467,1
1,0,1,1,0.195258,1
1,1,1,0,0.114998,1
1,0,0,1,0.908682,1
1,1,0,0,0.769564,1
0,1,1,0,0.321444,1
0,1,0,0,0.718994,1
1,0,1,1,0.359234,1
0,1,1,0,0.092158,1
1,0,0,0,0.159343,1
0,0,1,1,0.615173,1
0,1,0,1,0.265633,1
0,1,1,1,0.051747,1
1,1,1,1,0.003733,1
0,0,1,1,0.980904,1
0,0,1,1,0.229666,1
1,0,0,0,0.96327,1
1,1,1,1,0.930094,1
1,0,0,0,0.921342,1
0,1,1,1,0.56852,1
0,1,0,1,0.396756,1
0,0,1,1,0.002848,1
0,1,1,1,0.327504,1
1,1,0,1,0.582708,1
1,1,1,0,0.767621,1
0,0,1,1,0.2098,1
0,0,0,1,0.036428,0
1,1,1,1,0.704434,1
1,1,0,1,0.697398,1
0,0,0,0,0.46279,0
1,1,1,1,0.419779,1
1,1,1,0,0.761443,1
1,0,1,0,0.638917,1
0,0,1,1,0.021131,1
1,1,1,1,0.301694,1
1,1,0,1,0.186075,1
1,1,0,1,0.23755,1
0,1,0,0,0.117307,1
0,1,0,1,0.537327,1
0,0,1,1,0.500266,1
0,1,0,0,0.033888,1
0,0,1,1,0.393464,1
1,1,0,1,0.67044,1
1,1,0,1,0.81441,1
1,0,1,1,0.403256,1
1,1,1,0,0.992603,1
1,0,1,0,0.831587,1
0,1,0,0,0.391535,1
0,1,1,0,0.073791,1
1,1,0,1,0.789985,1
0,1,1,0,0.437823,1
0,0,0,0,0.547928,0
0,1,1,1,0.167315,1
1,1,0,0,0.298094,1
0,0,0,0,0.31056,0
1,0,1,0,0.287326,1
1,0,1,1,0.466039,1
1,1,0,0,0.232616,1
0,1,1,0,0.54007,1
1,1,1,0,0.098043,1
1,1,1,1,0.523163,1
1,0,1,1,0.587253,1
1,1,0,0,0.793339,1
1,0,0,0,0.280847,1
1,1,0,0,0.306759,1
1,1,0,1,0.331774,1
1,0,0,1,0.78637,1
1,1,0,1,0.020148,1
0,0,1,1,0.2938,1
1,1,0,0,0.52056,1
1,0,0,1,0.322687,1
0,1,1,0,0.162029,1
1,0,1,0,0.315054,1
1,0,0,1,0.678022,1
1,0,0,0,0.63673,1
1,0,0,0,0.319877,1
1,0,0,0,0.991568,1
0,0,1,1,0.812594,1
0,0,1,0,0.773979,1
0,1,0,1,0.49184,1
0,1,1,0,0.299737,1
1,0,0,0,0.302619,1
1,0,0,0,0.389062,1
0,0,0,1,0.844095,0
0,0,0,0,0.654553,0
0,1,0,1,0.195306,1
1,0,1,0,0.648769,1
0,0,0,0,0.689832,0
1,1,0,0,0.909339,1
1,0,1,0,0.164014,1
0,0,0,1,0.888803,0
1,0,1,1,0.976146,1
0,0,0,1,0.835389,0
1,1,1,0,0.479494,1
0,1,1,0,0.291272,1
1,1,1,0,0.779468,1
0,1,1,0,0.96616,1
0,0,1,1,0.86731,1
1,0,1,0,0.124329,1
1,0,0,0,0.404891,1
0,1,1,1,0.168249,1
0,1,0,0,0.04651,1
0,1,0,1,0.016038,1
0,0,1,0,0.685761,1
0,1,1,1,0.935144,1
0,1,1,1,0.07373,1
1,1,0,0,0.321459,1
1,1,1,1,0.987072,1
0,1,0,1,0.189801,1
1,0,0,0,0.352246,1
0,0,1,1,0.885103,1
0,1,0,0,0.229745,1
1,1,1,1,0.328365,1
1,1,0,1,0.30712,1
0,1,1,1,0.400325,1
0,0,1,1,0.972531,1
1,0,0,1,0.339917,1
1,1,0,1,0.275407,1
1,1,1,1,0.122896,1
0,0,1,0,0.21432,1
0,1,0,0,0.095899,1
1,1,0,1,0.114512,1
0,1,0,1,0.907885,1
0,0,1,0,0.111808,1
1,0,1,1,0.317911,1
1,1,1,1,0.392126,1
0,1,1,1,0.407181,1
0,1,0,1,0.245992,1
0,0,0,0,0.303873,0
0,0,0,0,0.787786,0
1,1,0,1,0.789365,1
0,0,1,0,0.415663,1
0,0,1,1,0.22008,1
1,0,1,1,0.508931,1
1,0,1,0,0.524323,1
1,1,1,1,0.187055,1
1,1,1,0,0.650454,1
0,1,0,1,0.103459,1
0,0,0,0,0.611914,0
0,0,1,0,0.586042,1
0,1,0,1,0.134353,1
1,1,0,0,0.036112,1
1,1,1,0,0.127147,1
0,1,1,0,0.382725,1
0,1,0,1,0.620584,1
1,0,1,0,0.787635,1
0,0,1,1,0.10375,1
1,1,0,1,0.388019,1
0,0,0,0,0.117795,0
