@relation 'Linear function with noise: A1 + 2*A2 + 3*A3 = R; randomly chosen value from the interval [-0.1,0.1] is added to the attribute value' 

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute class numeric

@data
0.794242,0.338303,0.864887,0.345612,0.479199,3.944424
0.550862,0.327355,0.49972,0.176717,0.900133,2.970459
0.336647,0.208914,0.814076,0.091437,0.949013,3.6429
0.859666,0.240519,0.819497,0.67138,0.634204,3.717429
0.404186,0.732167,0.774442,0.401811,0.367688,4.108795
0.104768,0.489892,0.853977,0.091203,-0.017726,3.584567
0.727088,0.634629,0.783198,0.993083,0.44771,4.460237
0.950501,0.966856,0.246591,0.585051,0.20444,3.572243
0.775844,0.60988,0.953616,0.320209,0.031632,4.650186
0.348307,0.400696,0.435457,0.910863,0.298086,2.288554
0.820454,0.047329,0.193832,1.017242,1.02902,1.615489
0.684132,0.994513,0.813293,0.597795,0.745622,5.274333
0.340391,0.21312,0.145696,0.353923,0.853599,0.99439
0.790963,1.049495,0.610348,0.411009,0.796181,4.570653
0.32887,0.753964,0.125337,0.278226,0.439757,1.957331
0.454263,-0.012786,0.963121,0.499705,0.788368,3.084402
0.887753,0.93185,0.643621,0.645591,0.15777,4.326782
1.009577,0.185545,0.446816,0.008601,0.180097,2.90717
0.099636,0.372179,0.618627,0.703904,0.524863,2.230168
0.940535,0.687106,0.702228,-0.029806,0.048054,4.779748
0.891426,0.519999,0.263787,0.009183,0.124433,3.035842
0.831984,0.320016,0.278016,0.16973,0.453311,2.369184
0.068933,1.048611,0.4443,0.690254,0.198532,3.265393
0.416955,0.689107,0.637007,0.38692,0.841098,3.937424
0.904737,0.751926,0.040916,0.761584,0.9689,2.556457
0.577658,0.051596,0.240459,0.368056,0.551714,1.330204
0.00183,0.176579,0.744177,0.801782,0.669604,2.568534
0.419682,0.884569,0.9269,0.069279,0.366061,5.001936
0.233265,0.211882,0.323684,0.37115,0.739554,1.980201
0.135061,-0.017493,0.642435,0.536384,0.593256,2.016964
0.973279,0.655354,0.375938,0.03501,0.42592,3.419453
0.303851,0.191432,0.557109,0.648615,0.529258,2.629676
0.78809,1.008628,0.650795,0.990418,0.189685,4.299759
0.755357,0.192103,0.717184,0.653566,0.574445,3.145541
0.244797,1.033183,0.090552,0.462205,0.382325,2.1028
0.719112,0.688073,0.835891,0.157357,0.494555,4.302284
0.524568,0.307423,0.287182,0.440161,0.077827,1.654697
0.942214,0.335256,0.215484,0.808918,0.643373,2.384996
0.091501,0.176277,0.972181,0.37255,0.697002,3.3859
0.933603,0.568024,0.521122,0.729268,0.83706,3.701105
0.171313,0.071552,0.000035,0.111966,0.951269,0.445771
0.717349,0.732709,0.792369,0.586342,0.17898,4.890711
1.034213,0.405933,0.670241,0.327939,0.660837,3.861265
0.635999,0.432751,0.880826,0.302981,0.080374,3.834952
0.454081,0.905589,0.754328,0.156537,0.167435,4.684939
0.641522,0.120578,0.842636,0.510334,0.406222,3.649614
0.631289,0.745983,0.053323,0.650577,0.764484,2.270919
0.94537,0.139685,0.692348,0.621029,0.297101,3.413353
0.319233,0.19258,0.907544,0.424904,1.007818,3.448287
0.270666,0.626208,0.739856,0.39607,0.576847,3.879491
0.684895,1.022759,0.214647,-0.04041,0.547834,3.429718
1.058501,0.52269,0.884864,0.316536,0.352306,4.457457
0.761475,0.417339,0.783283,0.929717,0.839147,3.799052
0.626826,0.837548,0.333558,0.745758,0.445449,3.224549
0.216379,0.459759,0.658742,0.473811,0.136568,2.864862
0.06438,0.60215,0.429912,0.979774,0.669597,2.640814
0.360558,0.068028,0.803435,0.293826,0.976497,3.047911
0.163617,0.533248,0.859275,0.833443,0.270509,3.989443
0.665468,0.109204,0.199036,0.297947,1.07048,1.788776
0.35554,0.001873,0.584632,0.59676,0.299538,2.352189
0.53162,0.208239,0.058616,-0.046667,0.603004,0.717756
0.405869,0.540668,0.316155,0.220447,0.870091,2.153934
0.867937,0.962672,0.996056,0.809302,-0.07174,5.522558
0.365932,0.78999,0.092409,0.252093,0.170056,1.972618
0.393871,0.911726,0.896543,0.582285,1.000887,5.080105
0.943154,0.288965,0.066801,0.343641,0.761894,1.410383
0.866469,0.282995,0.265904,0.762258,0.153429,1.987167
0.465026,0.261045,0.845593,0.288203,0.698552,3.358875
0.662296,0.652014,0.808044,0.706227,0.848463,4.630376
0.156882,0.324477,0.314047,0.71873,0.517336,1.96625
0.109379,0.399609,0.88872,0.627678,0.586106,3.379561
0.137832,0.076454,0.814995,0.213219,0.045389,3.025561
0.867063,0.83904,0.590384,0.771774,0.237837,4.369172
0.760662,0.955562,0.609351,0.200737,-0.04063,4.3538
0.891886,0.509546,0.246796,0.984449,0.305295,2.650944
0.68051,0.080528,0.750848,0.149623,0.188451,3.017972
0.705343,0.195036,0.067603,0.639401,0.567964,1.256797
0.133595,0.294096,0.447483,0.243886,0.533706,1.989202
0.594633,0.726248,0.522056,0.880326,0.486384,3.904336
0.141277,0.009247,0.859906,0.715893,0.298459,2.967969
0.830198,0.761831,0.147543,0.766646,0.567755,2.708172
0.326205,0.66082,0.702219,0.80305,0.483145,3.723198
0.574134,0.718403,0.182558,0.779278,0.678545,2.328637
0.336284,1.008966,0.763387,0.733316,0.594729,4.325002
0.481252,0.631756,0.69526,0.2489,0.403939,3.495345
0.718693,1.021706,0.757696,0.61897,0.954685,5.125541
1.059833,0.180973,0.487729,0.612519,0.406713,2.78638
0.67016,0.582248,0.740427,0.250162,0.361065,4.254503
0.861822,0.194352,1.002506,0.584975,0.128335,3.924782
0.01119,0.222551,0.490148,-0.070572,0.46912,1.745386
0.112475,0.880623,0.942021,-0.049579,0.302841,4.67235
0.190908,0.67801,0.561762,0.275394,0.701472,3.195821
0.267187,0.391061,0.132962,0.534645,0.01926,1.656622
0.92571,0.288971,0.75469,0.348558,0.282785,4.089816
0.198457,0.117719,0.726648,0.212474,0.271114,3.160282
0.408829,0.343163,0.918287,0.714125,0.71537,3.571892
0.668705,0.770081,0.522926,0.735343,0.471724,4.033091
0.299483,0.958986,0.73184,0.156478,0.871167,4.562703
0.034869,0.547093,0.639133,0.132508,0.491812,3.454785
0.509187,0.052943,0.949214,0.096985,0.072007,3.64283
0.758445,0.233586,0.717119,0.845192,0.191125,3.28326
0.349357,0.715392,0.188474,0.941448,0.264044,2.106071
0.859894,0.199762,0.370314,0.196348,0.168504,2.165722
0.288271,0.937115,0.674499,0.995605,0.263755,3.99562
0.159026,0.669489,0.419326,0.279578,0.145122,2.471328
0.586958,0.885097,0.407899,0.036721,0.261852,3.786177
0.183263,0.047783,0.048521,1.069087,0.62327,0.422207
0.842573,0.619238,0.236223,0.516387,0.117973,2.662119
0.603362,0.159943,0.937529,0.108432,0.028375,3.555628
0.364291,0.272606,0.443722,0.894287,0.862969,2.066469
0.171456,0.154441,0.680604,0.129178,0.444626,2.843406
0.54074,0.086176,0.153633,0.564768,0.847124,1.35753
0.188985,0.758753,1.003246,-0.018579,0.694829,4.425534
0.92948,0.894864,0.452219,0.637695,0.731591,4.009627
0.922322,0.551943,0.619492,0.126523,0.292854,3.983353
0.308014,0.905053,0.296503,0.872146,0.616843,2.831552
0.911645,0.929908,0.844741,0.448232,0.912258,5.283467
0.572316,0.484613,0.557878,0.136138,0.435908,3.150867
0.583826,0.688822,0.687989,0.281748,0.867414,4.366937
0.952822,0.204828,0.18153,0.877671,0.911634,1.824385
0.782865,0.8394,0.293817,0.741134,0.293716,3.239171
0.739328,0.129476,0.006807,0.641991,0.886244,1.284698
0.171592,0.189229,0.088471,0.843848,0.641125,0.734272
0.365233,0.539674,0.496434,0.457078,0.47788,2.619786
0.136149,0.39253,0.40585,0.587009,0.760623,2.483468
0.898029,0.913947,0.662698,0.133988,0.902868,4.907317
0.639941,0.566296,0.728194,0.823402,0.265808,3.610625
0.116935,0.851372,1.056453,0.390755,0.723873,4.687354
0.226522,0.208888,-0.027219,0.316042,0.392143,0.908662
0.630059,0.131466,0.200036,0.408226,0.543151,1.556833
0.261104,0.631773,0.089881,0.118531,0.654083,1.819098
0.092452,0.647878,0.697931,0.763231,0.356525,3.406234
0.728091,0.427184,0.208733,0.834244,0.615557,2.542784
0.932895,0.133785,0.649226,0.059187,0.917764,2.793508
0.86731,0.044112,0.677291,0.350792,0.841989,3.053237
0.281268,0.415268,0.51367,0.586272,0.734469,2.362437
0.03432,0.932132,0.987947,0.527018,0.992314,4.664875
0.409806,0.784789,0.048349,0.192957,0.7256,2.06219
0.810415,0.337189,0.965451,0.8282,0.037136,4.126775
0.560549,0.780249,0.33475,0.437776,0.517228,3.211953
0.365697,0.095563,0.914726,0.060931,0.354452,2.968478
0.32777,0.785988,0.656211,0.414835,0.237109,4.17915
0.593782,0.671858,0.885233,0.95256,0.157064,5.01768
0.398159,0.240412,1.063485,0.608648,0.690138,3.601837
0.189494,0.82396,0.205078,0.150901,0.346065,2.640544
0.823009,0.440834,0.681389,0.133527,0.155736,3.685485
0.231085,0.852515,0.171975,0.288296,0.262497,2.323705
0.105649,0.979426,0.76223,0.349844,0.344717,4.141485
0.15629,0.204602,0.45973,0.459968,0.12452,1.722918
0.033851,0.325086,0.381956,0.524092,0.487141,1.809291
0.486733,0.450867,0.007824,0.209966,0.990185,1.246624
0.770908,0.384354,0.702694,0.111784,0.694169,3.916253
0.257962,0.342506,0.908225,0.098853,0.276094,3.623623
0.840594,0.430377,0.890571,0.791853,0.445904,4.278785
0.052593,0.179092,0.487495,0.945659,0.190019,1.722342
0.700164,0.582283,0.280476,0.968296,0.7037,2.535627
1.011817,0.280347,0.803764,0.692479,0.500736,4.145095
0.392069,0.648197,0.019617,0.279438,0.929384,1.72857
0.615708,0.15457,0.337127,0.133441,0.671103,1.814063
0.899027,0.213451,0.39949,0.517302,0.21535,2.208127
0.975564,0.593551,0.948496,0.880652,0.320624,4.896583
0.498581,0.761465,0.401093,0.659152,0.788435,2.941225
0.471691,0.598385,0.415929,0.908063,0.261475,2.985716
0.422256,0.958058,0.830977,0.250429,0.747009,4.835133
-0.002192,0.352751,0.228945,0.620081,0.567222,1.457891
0.070921,0.010881,0.415922,0.952866,0.024654,1.666411
0.838488,0.209779,0.630306,0.635091,0.286165,3.372809
0.121933,1.033958,0.751797,0.283716,0.645326,4.615817
0.708749,0.445785,0.141252,0.354928,0.501508,2.161643
0.285134,1.003245,0.667382,0.421601,0.143862,4.259677
0.525192,0.958737,0.390137,0.509678,0.268268,3.667909
0.02375,0.982407,0.766663,0.241627,0.372178,4.155369
0.255781,0.351422,0.985919,0.823081,0.522073,3.861278
0.252733,0.228937,0.053341,0.26701,0.595493,0.883156
0.710601,0.538912,1.036916,0.737128,0.157741,4.737933
0.86107,0.559059,0.219047,0.386548,0.404401,2.568715
0.588684,0.357022,0.111759,0.765328,0.31577,1.551938
0.676045,-0.044271,0.991978,0.786932,0.327583,3.510342
0.286202,0.823058,0.173421,0.112477,0.09258,2.590447
0.196475,0.847406,0.495397,0.585942,0.526462,3.571891
0.499074,0.912291,0.288715,0.50462,0.40561,3.211457
0.068369,0.766137,1.055689,0.927214,0.787051,4.477128
0.518271,0.76316,0.324616,0.716245,0.397096,2.806133
0.860474,0.411831,0.127393,0.609382,0.395769,2.053296
0.118822,0.711344,0.189261,0.262625,0.950581,1.728628
0.818657,0.505488,0.367855,0.471979,0.594952,2.821293
0.28378,0.277463,0.459462,0.543574,0.821959,2.054651
0.337053,0.207483,0.396906,-0.052387,0.56029,2.116967
0.082122,0.195236,0.258047,0.18074,0.152083,1.285934
0.68037,0.507889,0.817166,1.01454,0.826395,4.15264
0.234796,0.566576,0.403329,0.583922,0.130696,2.811046
0.825777,0.064147,0.648355,0.045854,0.208191,3.09011
0.855885,0.267184,0.549499,0.312762,0.721675,3.063941
0.964229,0.667296,0.444183,0.15114,0.524811,3.295945
0.946048,1.000834,0.670699,0.568505,0.837347,4.889911
0.61011,0.661295,0.813152,0.943526,0.429157,4.487035
0.843169,0.112627,1.013047,0.356404,0.364802,3.63453
0.614533,0.620851,0.854834,0.639705,0.980262,4.448937
0.200377,0.621121,0.14784,0.10268,0.399947,1.914492
0.861644,0.811521,0.350913,0.612577,0.467104,3.421708
0.164304,0.516347,1.005668,0.190836,0.335206,3.910157
0.448729,0.611704,0.815521,0.565798,0.801466,4.097468
0.266725,0.195327,0.555145,0.400446,0.274539,2.337904
0.109941,0.169531,0.112136,0.786612,0.143954,0.4611
0.120422,0.368818,0.711444,0.587446,0.414706,3.016336
0.739932,0.698472,0.684534,0.457967,0.51125,4.430077
0.525373,0.272633,0.718824,0.938262,0.334385,3.133667
0.90765,0.583883,0.127026,0.173006,0.934171,2.41151
0.444079,0.953971,0.447806,0.561012,0.37303,3.954524
0.822073,0.878553,0.634455,-0.005335,0.695089,4.494135
0.295107,0.177815,0.381632,0.645361,0.459086,1.772744
0.320605,0.208666,0.825145,0.440179,0.869738,3.030069
0.341632,0.710577,0.538167,0.128456,0.66238,3.422599
0.697368,0.792471,0.920239,0.84494,0.232443,4.835747
0.616999,0.987741,-0.017679,0.147754,0.398284,2.604256
0.772592,0.592299,0.090599,0.672243,0.555266,2.1536
0.032093,0.059418,0.530622,0.942388,0.601442,1.660119
0.125797,0.576426,0.747666,0.285071,0.640564,3.865611
0.249487,0.432269,0.733507,0.2831,0.11463,3.257079
0.874453,0.260644,0.657426,0.083181,0.872929,3.237018
0.187121,0.188446,1.0424,0.766609,0.203495,3.685548
-0.023734,0.530264,0.196843,0.733351,0.860473,1.693019
0.629459,0.361713,0.827638,0.003649,0.510721,4.1795
0.367243,0.41162,0.849881,0.482773,0.256896,3.793473
0.376851,0.188111,0.009769,0.86078,0.103337,0.792639
0.719168,0.568031,0.955444,0.645187,0.714774,4.670176
0.254001,0.323076,0.700752,0.484423,0.544678,2.934119
0.409102,0.838499,0.972313,0.68643,0.716962,4.728404
0.126247,0.629048,0.423065,0.441425,0.537694,2.673156
0.839999,0.118313,0.71639,0.710729,0.767025,3.389045
0.437521,0.28724,0.583702,0.153842,0.439065,2.365191
0.135542,0.099078,0.353303,0.161145,0.891064,1.05971
0.086662,0.174307,0.926544,0.886463,0.033812,3.033134
0.653736,0.841535,0.394631,-0.002813,0.612315,3.372884
0.098923,0.66929,0.270554,0.663968,0.58782,2.255595
0.922841,1.047916,0.348777,0.899739,0.506359,4.01621
0.527301,0.718322,0.762743,0.650472,0.760915,4.069844
0.89966,0.631427,0.417741,0.778043,0.728773,3.204683
0.933523,0.284167,0.133833,0.917566,0.66591,1.590607
0.484216,0.148813,0.308752,0.615584,0.128565,2.006591
0.851261,0.444799,0.641031,0.757835,0.599212,3.676678
0.796312,0.667821,0.445004,0.891345,0.51966,3.334667
0.624392,-0.020167,0.116303,0.969157,0.546371,1.045675
0.828478,0.884731,0.212425,1.050006,0.779247,3.451027
0.740848,0.495706,0.010041,1.041004,0.48115,1.743115
0.736263,0.587989,0.369674,-0.03074,0.87576,3.309072
0.84782,0.190147,0.528975,0.517265,0.329442,2.815384
0.810847,0.482337,0.176284,0.084542,0.900726,1.96765
0.236857,0.843569,0.71368,0.191024,0.259599,4.416975
0.900398,0.94369,0.959103,0.181077,0.287747,5.662368
0.727577,0.949619,0.98503,0.605033,0.688465,5.400793
0.70562,0.068361,0.739925,0.850239,0.648318,2.906076
-0.043505,0.659245,0.110385,0.587536,0.457641,1.696133
0.171388,0.211128,0.187427,0.431859,0.238207,1.215128
0.492671,0.812247,0.899343,0.846403,0.837248,4.472328
-0.069625,0.674943,0.334273,0.126194,0.989574,2.72016
0.954637,0.567367,0.035328,0.375434,0.754677,2.2169
1.026047,0.521,0.615485,0.65891,0.503019,4.019716
0.793281,0.016622,0.483288,0.795042,0.523576,2.425436
0.351398,0.811182,0.83688,0.819509,0.590215,4.172169
0.433111,0.881649,0.085257,0.355359,0.563515,2.606234
0.586259,0.175825,0.872674,0.368269,0.291769,3.695995
0.229557,0.539478,0.064527,0.37321,-0.046444,1.746161
0.700032,0.818042,0.819002,0.618858,0.966451,4.860568
0.402689,0.612233,0.205647,0.755228,0.35314,2.264988
0.508158,0.321741,0.39542,0.653395,0.856891,2.399238
0.747979,0.379886,0.46146,0.377747,0.651482,2.803858
0.929617,0.323834,0.789131,0.413848,0.883364,4.0636
0.902473,0.137278,0.859869,0.049985,0.071854,3.949378
0.889259,0.241958,0.276944,0.838251,0.701222,2.162422
0.659945,0.516274,0.04202,0.380373,0.759918,2.188206
1.042724,0.617441,0.637682,0.572363,0.479058,4.390852
0.681375,0.530958,0.160042,0.096746,0.125463,2.017847
0.073214,0.639051,0.38303,0.386958,0.413656,2.855108
0.337301,0.278463,0.396515,0.439486,-0.015335,2.207732
0.21836,0.256474,0.187502,0.868083,0.694242,1.234984
0.546355,0.440076,0.439276,0.152545,0.665208,2.710536
0.131891,0.173285,0.388468,0.822216,0.662588,1.501079
0.13948,-0.023098,0.854189,0.340651,0.68933,2.667011
0.168841,0.927564,0.454918,0.750353,0.286948,3.515827
0.482135,0.701474,0.244977,0.441859,0.440128,2.328518
0.504458,0.82416,0.688859,0.894683,0.776832,4.196934
0.226943,0.331296,0.173197,0.582957,0.344148,1.539746
0.556013,0.075956,0.325981,0.748608,0.812078,1.709021
0.947049,0.792426,0.432919,0.841103,0.168537,3.680017
0.373163,0.342359,0.842477,0.34548,0.843702,3.373817
0.615621,0.740811,0.433683,0.42844,0.233785,3.654907
0.79651,0.921604,0.452612,0.103523,0.045442,3.651386
0.649732,0.706196,0.141745,0.947271,0.283297,2.660769
0.255497,0.559287,0.496878,0.50404,0.553946,2.644481
0.327022,0.338037,1.063646,0.631753,0.428769,4.013124
0.685741,0.778956,0.873337,0.41709,0.832002,5.115214
0.011333,0.544962,0.527616,0.29793,0.205599,2.335732
0.192421,0.621391,0.454925,0.263456,0.323213,2.977857
0.388715,0.268918,0.427279,0.16727,0.725271,1.850508
0.970285,0.69761,0.763291,0.613799,0.837993,4.643674
1.017933,0.222284,0.038668,0.409742,0.601906,1.389326
0.212357,-0.083544,0.434939,0.475544,0.919752,1.443333
0.539864,0.740801,0.705471,0.770823,0.757896,4.067102
0.898392,0.141032,0.41818,0.205117,0.986616,2.639506
0.667868,-0.032698,0.308982,1.002698,0.978771,1.311391
0.050617,0.959041,0.379654,0.507786,0.928019,3.26692
0.796502,0.880833,0.498163,0.413239,0.990196,4.137143
0.27827,0.920522,0.276893,0.949451,0.056984,3.199204
0.118628,1.022859,0.851744,0.877264,0.47021,4.186045
0.603966,0.802269,0.468654,0.404355,0.877889,3.441494
0.731236,0.346858,0.478242,0.722881,0.187573,3.118322
0.873845,0.101621,0.687451,0.89978,0.826017,2.684868
0.738035,0.429729,1.031292,0.811618,0.572308,4.450645
0.10001,0.643148,0.089,0.193407,0.36915,1.6333
0.222067,0.133022,0.726653,0.074383,0.477264,2.877231
0.067688,0.900135,0.820972,0.531147,0.832965,4.525911
0.964382,0.689144,0.493726,0.946166,0.879762,3.492016
0.261078,0.5886,0.318717,0.782816,0.620978,2.626921
0.925011,0.512267,0.678435,-0.039256,0.800111,4.148182
0.620791,0.084975,0.838354,0.340195,0.346251,3.242819
0.580211,0.595803,0.935779,1.022522,0.379037,4.447159
0.842313,0.849405,0.577834,0.18656,0.376075,4.050865
0.625218,0.557903,0.509352,0.565994,1.058775,3.542591
0.458878,0.505,0.514349,0.80894,0.812325,3.185139
0.304436,0.633551,0.991634,0.144156,0.152826,4.075607
0.023632,0.529234,0.801668,0.323924,0.189153,3.626001
0.521266,0.986441,0.292808,0.555609,0.167112,3.126108
0.714951,0.857033,0.223726,0.924961,0.766203,2.975886
0.907481,0.425917,0.517367,0.225869,1.050498,3.070627
0.635267,0.675961,0.191036,0.333727,0.229461,2.678998
0.597315,0.363884,0.756748,1.001857,0.905372,3.680688
0.557736,0.51227,0.494203,0.7502,0.283402,3.154569
0.754133,0.033699,1.052716,0.199309,0.579231,3.67645
0.496553,0.362446,0.294083,0.845743,0.227032,2.162963
0.537829,0.017652,0.570212,0.061274,0.58593,2.268777
1.03574,0.518231,0.230842,0.030558,0.152927,3.010998
0.378788,0.391781,0.53985,0.741699,-0.029493,2.978723
1.047665,0.663968,0.874413,0.351518,0.692353,4.927483
0.139523,0.296338,0.189245,0.521445,0.63422,1.216819
1.066591,-0.006525,0.016591,0.338474,0.651033,1.102086
0.997787,0.677373,0.678837,0.194978,0.476662,4.735358
0.553986,0.09951,0.320214,0.916756,0.839123,1.480225
0.275253,0.119477,0.591845,0.434291,0.889572,2.135262
0.201356,0.632247,0.593658,0.740676,0.295416,3.443818
0.16352,0.901856,0.799495,0.842521,0.052174,4.114986
0.862798,0.004062,0.249054,0.577483,0.139809,1.982319
0.764511,0.659515,-0.068367,0.153035,0.730627,2.092237
0.293519,0.736242,0.730413,0.48329,0.859542,3.870578
0.064992,0.118424,0.429308,1.010657,0.074387,1.210179
0.591971,0.599153,0.263057,0.662147,-0.056327,2.719681
0.205233,0.898174,0.23994,0.990052,0.830035,2.558132
0.702316,0.890692,0.378494,0.886491,1.0268,3.55402
0.079535,0.537714,0.8371,0.162139,0.458343,3.692649
0.130356,0.228781,0.709117,0.781871,0.08696,2.792478
0.921588,0.899388,0.205994,0.41277,1.043099,3.238207
0.960096,0.101945,0.324814,0.740897,0.764155,2.173678
0.680361,0.943597,0.532156,0.648777,0.820424,4.477596
0.329552,0.127941,0.798864,0.731027,0.924945,3.264925
0.282459,-0.058995,0.764892,0.794826,0.235082,2.410476
0.133425,0.113729,0.643152,0.79787,0.994997,2.731492
0.704625,0.50134,0.398471,0.490413,0.045481,2.764403
0.866749,0.790927,0.343057,0.440322,0.315509,3.517593
0.745274,0.547443,0.323051,0.439657,0.351833,2.886008
0.207584,0.119297,0.550017,0.045941,0.850873,2.502441
0.886712,0.150304,0.043823,0.047429,0.912143,1.320856
0.158325,0.706607,0.655088,0.624596,0.383945,4.044416
0.479906,0.165485,0.150821,0.093717,0.338452,1.20887
0.724185,-0.013371,0.369471,0.965518,0.881786,2.113481
0.461412,0.273377,0.843349,0.953964,0.730995,3.378092
0.603883,0.927854,0.078295,0.667498,0.598676,2.436594
0.727305,0.9254,0.371948,0.666502,0.21065,3.212866
0.80156,0.813882,0.0116,0.054084,0.704758,2.242956
0.541684,0.435333,0.057316,0.179045,0.250306,2.003438
0.840428,0.442312,0.691767,0.785245,0.187575,3.795571
0.347562,0.829581,0.879576,0.974575,0.083514,4.552283
0.767639,0.332279,0.069322,0.814063,0.070325,1.932684
1.07569,0.082296,0.102774,0.582807,0.383997,1.318357
0.986356,0.211703,0.24932,0.811648,0.22457,2.317274
0.312087,0.21088,0.408472,0.826781,0.86236,2.323825
0.534978,0.573619,0.73821,0.095549,0.026678,4.004903
0.287793,-0.005504,0.95878,0.834994,0.216546,3.428663
0.154958,1.046845,0.106348,1.046585,0.816229,2.289808
0.994594,0.80284,0.693169,0.667832,0.400349,4.396914
0.747652,0.519605,0.864037,0.986075,0.761109,4.57626
0.208198,0.384517,0.584876,0.46293,0.439497,2.434211
0.417107,0.185573,0.189225,0.510116,0.718003,1.246792
0.815575,0.463997,-0.058294,0.497453,0.227573,1.569561
0.029672,0.350164,0.122709,0.539617,0.998477,1.161038
0.395928,0.633208,0.532517,0.896136,0.274283,3.385238
0.092837,0.740764,0.561944,0.444428,0.209826,3.518516
0.894952,0.498455,0.154657,0.882284,0.25628,2.166976
0.764637,1.007955,0.837282,0.537024,0.936358,5.355796
0.45983,0.755457,0.629119,0.074807,0.236036,3.552548
0.55149,0.685626,0.044692,0.605785,0.760744,1.923119
0.867598,0.2149,0.319133,0.377706,0.16694,2.200127
0.936295,0.496255,0.436764,0.970048,0.196584,3.597625
0.882279,0.98801,0.714442,0.089298,0.393075,4.878733
0.00011,0.343471,0.839032,0.588696,0.512281,2.839967
0.316407,0.066272,0.007453,0.176806,0.07983,0.701408
0.659706,0.827401,0.261359,0.641179,0.572848,2.988197
0.15029,0.991522,0.708967,0.417847,0.076762,3.977599
0.239796,0.24913,0.814402,0.324455,0.710207,3.407417
0.377614,0.812245,0.810159,0.503641,0.816833,4.354636
0.732694,0.238987,0.918874,0.771453,0.454065,3.675796
0.698708,0.45903,-0.006026,0.829692,0.49641,1.549009
0.669676,0.149222,0.010587,0.796272,0.314413,1.087166
0.173031,0.646736,0.533076,0.368007,0.358126,3.036531
0.83727,0.594992,0.496952,0.60844,0.70318,3.787523
0.270174,0.023034,-0.017,0.520785,0.013937,0.576316
0.318204,0.008444,0.210891,0.91316,0.516574,1.337356
0.223911,0.932607,0.788091,0.998895,0.598466,4.38689
0.720724,0.189034,0.235828,0.326587,0.271106,1.403856
0.796552,0.653375,0.664365,0.14928,0.132936,4.173569
-0.018534,0.189084,0.140654,0.784781,0.395287,0.636639
0.50111,0.485764,0.507346,0.173818,0.407734,3.024638
-0.013933,0.266937,0.366304,0.612106,0.925482,1.567759
0.806499,0.438095,0.39446,0.738003,0.956882,2.449699
0.248176,0.270936,0.345839,0.139426,0.038367,1.601372
0.066241,0.650828,0.010539,0.361202,0.70045,1.526932
0.621503,0.485796,0.117608,0.024597,0.373938,1.820523
0.063873,0.739467,0.721469,0.51106,0.371122,3.256851
0.291054,0.678815,0.506355,0.927324,0.362002,3.438154
0.358503,0.11057,0.155002,0.093025,0.118932,0.788524
0.498639,0.426727,0.599844,0.92759,0.161553,3.256526
0.641664,0.617389,0.719237,0.6318,0.303367,4.190062
0.804282,0.18484,0.038801,0.851464,0.15644,1.473858
0.681888,0.271306,0.198265,0.084892,0.434788,1.878551
0.569097,0.178494,0.565722,0.480196,0.222197,2.589104
