@relation 'Linear function with noise: A1 + 2*A2 + 3*A3 = R; randomly chosen value from the interval [-0.1,0.1] is added to the attribute value-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.498307-inf) and A3==(0.497679-inf)-L0,1-C6-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.511591-inf) and A2==(0.498307-inf)-L0,1-C7-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.511591-inf) and A3==(0.497679-inf)-L0,1-C8-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.498307-inf) or A3==(0.497679-inf)-L0,1-C9-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.511591-inf) or A2==(0.498307-inf)-L0,1-C10-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.511591-inf) or A3==(0.497679-inf)-L0,1-C11-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.498307-inf) equ A3==(0.497679-inf)-L0,1-C12-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.511591-inf) equ A2==(0.498307-inf)-L0,1-C13-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.511591-inf) equ A3==(0.497679-inf)-L0,1-C14-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.498307-inf) xor A3==(0.497679-inf)-L0,1-C15-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.511591-inf) xor A2==(0.498307-inf)-L0,1-C16-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.511591-inf) xor A3==(0.497679-inf)-L0,1-C17-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.498307-inf) impl A3==(0.497679-inf)-L0,1-C18-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.511591-inf) impl A2==(0.498307-inf)-L0,1-C19-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.511591-inf) impl A3==(0.497679-inf)-L0,1-C20-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.511591-inf) and A2==(0.498307-inf) and A3==(0.497679-inf)-L0,1-C21-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.511591-inf) or A2==(0.498307-inf) or A3==(0.497679-inf)-L0,1-C22-W1.0-weka.filters.unsupervised.attribute.Add-NA2 ADD A3-C23-W1.0-weka.filters.unsupervised.attribute.Add-NA1 ADD A2-C24-W1.0-weka.filters.unsupervised.attribute.Add-NA1 ADD A3-C25-W1.0-weka.filters.unsupervised.attribute.Add-NA2 SUBTRACT A3-C26-W1.0-weka.filters.unsupervised.attribute.Add-NA1 SUBTRACT A2-C27-W1.0-weka.filters.unsupervised.attribute.Add-NA1 SUBTRACT A3-C28-W1.0-weka.filters.unsupervised.attribute.Add-NA2 DIVIDE A3-C29-W1.0-weka.filters.unsupervised.attribute.Add-NA3 DIVIDE A2-C30-W1.0-weka.filters.unsupervised.attribute.Add-NA1 DIVIDE A2-C31-W1.0-weka.filters.unsupervised.attribute.Add-NA2 DIVIDE A1-C32-W1.0-weka.filters.unsupervised.attribute.Add-NA1 DIVIDE A3-C33-W1.0-weka.filters.unsupervised.attribute.Add-NA3 DIVIDE A1-C34-W1.0-weka.filters.unsupervised.attribute.Add-NA2 MULTIPLY A3-C35-W1.0-weka.filters.unsupervised.attribute.Add-NA1 MULTIPLY A2-C36-W1.0-weka.filters.unsupervised.attribute.Add-NA1 MULTIPLY A3-C37-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 LESSTHAN A3-L0,1-C38-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 LESSTHAN A2-L0,1-C39-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 LESSTHAN A3-L0,1-C40-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 DIFF A3-L0,1-C41-W1.0-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Add-TNOM-NA1 DIFF A2-L0,1-C41-W1.0-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Add-TNOM-NA1 DIFF A3-L0,1-C41-W1.0-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Add-TNOM-NA2_x_A3-L\'(-inf-0.498307]\'_x_\'(-inf-0.497679]\',\'(-inf-0.498307]\'_x_\'(0.497679-inf)\',\'(0.498307-inf)\'_x_\'(-inf-0.497679]\',\'(0.498307-inf)\'_x_\'(0.497679-inf)\'-C41-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A2-L\'(-inf-0.511591]\'_x_\'(-inf-0.498307]\',\'(-inf-0.511591]\'_x_\'(0.498307-inf)\',\'(0.511591-inf)\'_x_\'(-inf-0.498307]\',\'(0.511591-inf)\'_x_\'(0.498307-inf)\'-C42-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A3-L\'(-inf-0.511591]\'_x_\'(-inf-0.497679]\',\'(-inf-0.511591]\'_x_\'(0.497679-inf)\',\'(0.511591-inf)\'_x_\'(-inf-0.497679]\',\'(0.511591-inf)\'_x_\'(0.497679-inf)\'-C43-W1.0'

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute F1L1 {0,1}
@attribute F2L1 {0,1}
@attribute F3L1 {0,1}
@attribute F4L1 {0,1}
@attribute F5L1 {0,1}
@attribute F6L1 {0,1}
@attribute F7L1 {0,1}
@attribute F8L1 {0,1}
@attribute F9L1 {0,1}
@attribute F10L1 {0,1}
@attribute F11L1 {0,1}
@attribute F12L1 {0,1}
@attribute F13L1 {0,1}
@attribute F14L1 {0,1}
@attribute F15L1 {0,1}
@attribute F16L1 {0,1}
@attribute F17L1 {0,1}
@attribute F18L1 numeric
@attribute F19L1 numeric
@attribute F20L1 numeric
@attribute F21L1 numeric
@attribute F22L1 numeric
@attribute F23L1 numeric
@attribute F24L1 numeric
@attribute F25L1 numeric
@attribute F26L1 numeric
@attribute F27L1 numeric
@attribute F28L1 numeric
@attribute F29L1 numeric
@attribute F30L1 numeric
@attribute F31L1 numeric
@attribute F32L1 numeric
@attribute F33L1 {0,1}
@attribute F34L1 {0,1}
@attribute F35L1 {0,1}
@attribute F36L1 {'\'(-inf-0.498307]\'_x_\'(-inf-0.497679]\'','\'(-inf-0.498307]\'_x_\'(0.497679-inf)\'','\'(0.498307-inf)\'_x_\'(-inf-0.497679]\'','\'(0.498307-inf)\'_x_\'(0.497679-inf)\''}
@attribute F37L1 {'\'(-inf-0.511591]\'_x_\'(-inf-0.498307]\'','\'(-inf-0.511591]\'_x_\'(0.498307-inf)\'','\'(0.511591-inf)\'_x_\'(-inf-0.498307]\'','\'(0.511591-inf)\'_x_\'(0.498307-inf)\''}
@attribute F38L1 {'\'(-inf-0.511591]\'_x_\'(-inf-0.497679]\'','\'(-inf-0.511591]\'_x_\'(0.497679-inf)\'','\'(0.511591-inf)\'_x_\'(-inf-0.497679]\'','\'(0.511591-inf)\'_x_\'(0.497679-inf)\''}
@attribute class numeric

@data
0.952822,0.204828,0.18153,0.877671,0.911634,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0.386358,1.15765,1.134352,0.023298,0.747994,0.771292,1.128342,0.886256,4.651815,0.21497,5.24884,0.190518,0.037182,0.195165,0.172966,0,0,0,'\'(-inf-0.498307]\'_x_\'(-inf-0.497679]\'','\'(0.511591-inf)\'_x_\'(-inf-0.498307]\'','\'(0.511591-inf)\'_x_\'(-inf-0.497679]\'',1.824385
0.782865,0.8394,0.293817,0.741134,0.293716,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1.133217,1.622265,1.076682,0.545583,-0.056535,0.489048,2.85688,0.350032,0.932648,1.072216,2.664465,0.37531,0.24663,0.657137,0.230019,0,1,0,'\'(0.498307-inf)\'_x_\'(-inf-0.497679]\'','\'(0.511591-inf)\'_x_\'(0.498307-inf)\'','\'(0.511591-inf)\'_x_\'(-inf-0.497679]\'',3.239171
0.739328,0.129476,0.006807,0.641991,0.886244,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0.136283,0.868804,0.746135,0.122669,0.609852,0.732521,19.021008,0.052573,5.710155,0.175127,108.612898,0.009207,0.000881,0.095725,0.005033,0,0,0,'\'(-inf-0.498307]\'_x_\'(-inf-0.497679]\'','\'(0.511591-inf)\'_x_\'(-inf-0.498307]\'','\'(0.511591-inf)\'_x_\'(-inf-0.497679]\'',1.284698
0.171592,0.189229,0.088471,0.843848,0.641125,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.2777,0.360821,0.260063,0.100758,-0.017637,0.083121,2.138882,0.467534,0.906795,1.102785,1.939528,0.515589,0.016741,0.03247,0.015181,0,1,0,'\'(-inf-0.498307]\'_x_\'(-inf-0.497679]\'','\'(-inf-0.511591]\'_x_\'(-inf-0.498307]\'','\'(-inf-0.511591]\'_x_\'(-inf-0.497679]\'',0.734272
0.365233,0.539674,0.496434,0.457078,0.47788,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1.036108,0.904907,0.861667,0.04324,-0.174441,-0.131201,1.087101,0.919878,0.676766,1.477616,0.735713,1.359225,0.267913,0.197107,0.181314,0,1,1,'\'(0.498307-inf)\'_x_\'(-inf-0.497679]\'','\'(-inf-0.511591]\'_x_\'(0.498307-inf)\'','\'(-inf-0.511591]\'_x_\'(-inf-0.497679]\'',2.619786
0.136149,0.39253,0.40585,0.587009,0.760623,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.79838,0.528679,0.541999,-0.01332,-0.256381,-0.269701,0.96718,1.033934,0.34685,2.883091,0.335466,2.980925,0.159308,0.053443,0.055256,1,1,1,'\'(-inf-0.498307]\'_x_\'(-inf-0.497679]\'','\'(-inf-0.511591]\'_x_\'(-inf-0.498307]\'','\'(-inf-0.511591]\'_x_\'(-inf-0.497679]\'',2.483468
0.898029,0.913947,0.662698,0.133988,0.902868,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1.576645,1.811976,1.560727,0.251249,-0.015918,0.235331,1.37913,0.725095,0.982583,1.017725,1.35511,0.737947,0.605671,0.820751,0.595122,0,1,0,'\'(0.498307-inf)\'_x_\'(0.497679-inf)\'','\'(0.511591-inf)\'_x_\'(0.498307-inf)\'','\'(0.511591-inf)\'_x_\'(0.497679-inf)\'',4.907317
0.639941,0.566296,0.728194,0.823402,0.265808,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1.29449,1.206237,1.368135,-0.161898,0.073645,-0.088253,0.777672,1.285889,1.130047,0.884919,0.878806,1.137908,0.412373,0.362396,0.466001,1,0,1,'\'(0.498307-inf)\'_x_\'(0.497679-inf)\'','\'(0.511591-inf)\'_x_\'(0.498307-inf)\'','\'(0.511591-inf)\'_x_\'(0.497679-inf)\'',3.610625
0.116935,0.851372,1.056453,0.390755,0.723873,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1.907825,0.968307,1.173388,-0.205081,-0.734437,-0.939518,0.805878,1.240883,0.137349,7.280729,0.110686,9.034532,0.899435,0.099555,0.123536,1,1,1,'\'(0.498307-inf)\'_x_\'(0.497679-inf)\'','\'(-inf-0.511591]\'_x_\'(0.498307-inf)\'','\'(-inf-0.511591]\'_x_\'(0.497679-inf)\'',4.687354
0.226522,0.208888,-0.027219,0.316042,0.392143,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.181669,0.43541,0.199303,0.236107,0.017634,0.253741,-7.674345,-0.130304,1.084418,0.922153,-8.322201,-0.120161,-0.005686,0.047318,-0.006166,0,0,0,'\'(-inf-0.498307]\'_x_\'(-inf-0.497679]\'','\'(-inf-0.511591]\'_x_\'(-inf-0.498307]\'','\'(-inf-0.511591]\'_x_\'(-inf-0.497679]\'',0.908662
0.630059,0.131466,0.200036,0.408226,0.543151,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0.331502,0.761525,0.830095,-0.06857,0.498593,0.430023,0.657212,1.52158,4.792562,0.208657,3.149728,0.317488,0.026298,0.082831,0.126034,1,0,0,'\'(-inf-0.498307]\'_x_\'(-inf-0.497679]\'','\'(0.511591-inf)\'_x_\'(-inf-0.498307]\'','\'(0.511591-inf)\'_x_\'(-inf-0.497679]\'',1.556833
0.261104,0.631773,0.089881,0.118531,0.654083,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0.721654,0.892877,0.350985,0.541892,-0.370669,0.171223,7.028994,0.142268,0.413288,2.419622,2.904997,0.344234,0.056784,0.164958,0.023468,0,1,0,'\'(0.498307-inf)\'_x_\'(-inf-0.497679]\'','\'(-inf-0.511591]\'_x_\'(0.498307-inf)\'','\'(-inf-0.511591]\'_x_\'(-inf-0.497679]\'',1.819098
0.092452,0.647878,0.697931,0.763231,0.356525,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1.345809,0.74033,0.790383,-0.050053,-0.555426,-0.605479,0.928284,1.077257,0.1427,7.007723,0.132466,7.549117,0.452174,0.059898,0.064525,1,1,1,'\'(0.498307-inf)\'_x_\'(0.497679-inf)\'','\'(-inf-0.511591]\'_x_\'(0.498307-inf)\'','\'(-inf-0.511591]\'_x_\'(0.497679-inf)\'',3.406234
0.728091,0.427184,0.208733,0.834244,0.615557,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0.635917,1.155275,0.936824,0.218451,0.300907,0.519358,2.046557,0.488626,1.704397,0.586718,3.488145,0.286685,0.089167,0.311029,0.151977,0,0,0,'\'(-inf-0.498307]\'_x_\'(-inf-0.497679]\'','\'(0.511591-inf)\'_x_\'(-inf-0.498307]\'','\'(0.511591-inf)\'_x_\'(-inf-0.497679]\'',2.542784
0.932895,0.133785,0.649226,0.059187,0.917764,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0.783011,1.06668,1.582121,-0.515441,0.79911,0.283669,0.206068,4.852756,6.973091,0.143408,1.436934,0.695926,0.086857,0.124807,0.60566,1,0,0,'\'(-inf-0.498307]\'_x_\'(0.497679-inf)\'','\'(0.511591-inf)\'_x_\'(-inf-0.498307]\'','\'(0.511591-inf)\'_x_\'(0.497679-inf)\'',2.793508
0.86731,0.044112,0.677291,0.350792,0.841989,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0.721403,0.911422,1.544601,-0.633179,0.823198,0.190019,0.06513,15.353895,19.661543,0.050861,1.280557,0.78091,0.029877,0.038259,0.587421,1,0,0,'\'(-inf-0.498307]\'_x_\'(0.497679-inf)\'','\'(0.511591-inf)\'_x_\'(-inf-0.498307]\'','\'(0.511591-inf)\'_x_\'(0.497679-inf)\'',3.053237
0.281268,0.415268,0.51367,0.586272,0.734469,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0.928938,0.696536,0.794938,-0.098402,-0.134,-0.232402,0.808433,1.23696,0.677317,1.476414,0.547566,1.826265,0.213311,0.116802,0.144479,1,1,1,'\'(-inf-0.498307]\'_x_\'(0.497679-inf)\'','\'(-inf-0.511591]\'_x_\'(-inf-0.498307]\'','\'(-inf-0.511591]\'_x_\'(0.497679-inf)\'',2.362437
0.03432,0.932132,0.987947,0.527018,0.992314,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1.920079,0.966452,1.022267,-0.055815,-0.897812,-0.953627,0.943504,1.059879,0.036819,27.160023,0.034739,28.786334,0.920897,0.031991,0.033906,1,1,1,'\'(0.498307-inf)\'_x_\'(0.497679-inf)\'','\'(-inf-0.511591]\'_x_\'(0.498307-inf)\'','\'(-inf-0.511591]\'_x_\'(0.497679-inf)\'',4.664875
0.409806,0.784789,0.048349,0.192957,0.7256,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0.833138,1.194595,0.458155,0.73644,-0.374983,0.361457,16.231752,0.061608,0.522186,1.915026,8.475997,0.11798,0.037944,0.321611,0.019814,0,1,0,'\'(0.498307-inf)\'_x_\'(-inf-0.497679]\'','\'(-inf-0.511591]\'_x_\'(0.498307-inf)\'','\'(-inf-0.511591]\'_x_\'(-inf-0.497679]\'',2.06219
0.810415,0.337189,0.965451,0.8282,0.037136,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1.30264,1.147604,1.775866,-0.628262,0.473226,-0.155036,0.349255,2.863234,2.403444,0.41607,0.839416,1.191304,0.325539,0.273263,0.782416,1,0,1,'\'(-inf-0.498307]\'_x_\'(0.497679-inf)\'','\'(0.511591-inf)\'_x_\'(-inf-0.498307]\'','\'(0.511591-inf)\'_x_\'(0.497679-inf)\'',4.126775
0.560549,0.780249,0.33475,0.437776,0.517228,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1.114999,1.340798,0.895299,0.445499,-0.2197,0.225799,2.330841,0.42903,0.718423,1.391937,1.67453,0.597182,0.261188,0.437368,0.187644,0,1,0,'\'(0.498307-inf)\'_x_\'(-inf-0.497679]\'','\'(0.511591-inf)\'_x_\'(0.498307-inf)\'','\'(0.511591-inf)\'_x_\'(-inf-0.497679]\'',3.211953
0.365697,0.095563,0.914726,0.060931,0.354452,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1.010289,0.46126,1.280423,-0.819163,0.270134,-0.549029,0.104472,9.571968,3.826763,0.261317,0.399789,2.501322,0.087414,0.034947,0.334513,1,0,1,'\'(-inf-0.498307]\'_x_\'(0.497679-inf)\'','\'(-inf-0.511591]\'_x_\'(-inf-0.498307]\'','\'(-inf-0.511591]\'_x_\'(0.497679-inf)\'',2.968478
0.32777,0.785988,0.656211,0.414835,0.237109,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1.442199,1.113758,0.983981,0.129777,-0.458218,-0.328441,1.197767,0.834887,0.417017,2.397986,0.499489,2.002047,0.515774,0.257623,0.215086,0,1,1,'\'(0.498307-inf)\'_x_\'(0.497679-inf)\'','\'(-inf-0.511591]\'_x_\'(0.498307-inf)\'','\'(-inf-0.511591]\'_x_\'(0.497679-inf)\'',4.17915
0.593782,0.671858,0.885233,0.95256,0.157064,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1.557091,1.26564,1.479015,-0.213375,-0.078076,-0.291451,0.758962,1.317589,0.883791,1.131489,0.670764,1.490838,0.594751,0.398937,0.525635,1,1,1,'\'(0.498307-inf)\'_x_\'(0.497679-inf)\'','\'(0.511591-inf)\'_x_\'(0.498307-inf)\'','\'(0.511591-inf)\'_x_\'(0.497679-inf)\'',5.01768
0.398159,0.240412,1.063485,0.608648,0.690138,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1.303897,0.638571,1.461644,-0.823073,0.157747,-0.665326,0.226061,4.423594,1.656153,0.603809,0.374391,2.671006,0.255675,0.095722,0.423436,1,0,1,'\'(-inf-0.498307]\'_x_\'(0.497679-inf)\'','\'(-inf-0.511591]\'_x_\'(-inf-0.498307]\'','\'(-inf-0.511591]\'_x_\'(0.497679-inf)\'',3.601837
0.189494,0.82396,0.205078,0.150901,0.346065,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1.029038,1.013454,0.394572,0.618882,-0.634466,-0.015584,4.017788,0.248893,0.22998,4.348212,0.924009,1.08224,0.168976,0.156135,0.038861,0,1,1,'\'(0.498307-inf)\'_x_\'(-inf-0.497679]\'','\'(-inf-0.511591]\'_x_\'(0.498307-inf)\'','\'(-inf-0.511591]\'_x_\'(-inf-0.497679]\'',2.640544
0.823009,0.440834,0.681389,0.133527,0.155736,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1.122223,1.263843,1.504398,-0.240555,0.382175,0.14162,0.646964,1.545682,1.866936,0.535637,1.20784,0.827924,0.300379,0.36281,0.560789,1,0,0,'\'(-inf-0.498307]\'_x_\'(0.497679-inf)\'','\'(0.511591-inf)\'_x_\'(-inf-0.498307]\'','\'(0.511591-inf)\'_x_\'(0.497679-inf)\'',3.685485
0.231085,0.852515,0.171975,0.288296,0.262497,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1.02449,1.0836,0.40306,0.68054,-0.62143,0.05911,4.957203,0.201727,0.271063,3.689184,1.343713,0.744207,0.146611,0.197003,0.039741,0,1,0,'\'(0.498307-inf)\'_x_\'(-inf-0.497679]\'','\'(-inf-0.511591]\'_x_\'(0.498307-inf)\'','\'(-inf-0.511591]\'_x_\'(-inf-0.497679]\'',2.323705
0.105649,0.979426,0.76223,0.349844,0.344717,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1.741656,1.085075,0.867879,0.217196,-0.873777,-0.656581,1.284948,0.778242,0.107868,9.270566,0.138605,7.214739,0.746548,0.103475,0.080529,0,1,1,'\'(0.498307-inf)\'_x_\'(0.497679-inf)\'','\'(-inf-0.511591]\'_x_\'(0.498307-inf)\'','\'(-inf-0.511591]\'_x_\'(0.497679-inf)\'',4.141485
0.15629,0.204602,0.45973,0.459968,0.12452,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.664332,0.360892,0.61602,-0.255128,-0.048312,-0.30344,0.445048,2.246948,0.763873,1.309118,0.33996,2.941519,0.094062,0.031977,0.071851,1,1,1,'\'(-inf-0.498307]\'_x_\'(-inf-0.497679]\'','\'(-inf-0.511591]\'_x_\'(-inf-0.498307]\'','\'(-inf-0.511591]\'_x_\'(-inf-0.497679]\'',1.722918
0.033851,0.325086,0.381956,0.524092,0.487141,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.707042,0.358937,0.415807,-0.05687,-0.291235,-0.348105,0.851109,1.174938,0.104129,9.603439,0.088625,11.283448,0.124169,0.011004,0.01293,1,1,1,'\'(-inf-0.498307]\'_x_\'(-inf-0.497679]\'','\'(-inf-0.511591]\'_x_\'(-inf-0.498307]\'','\'(-inf-0.511591]\'_x_\'(-inf-0.497679]\'',1.809291
0.486733,0.450867,0.007824,0.209966,0.990185,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.458691,0.9376,0.494557,0.443043,0.035866,0.478909,57.62615,0.017353,1.079549,0.926313,62.210251,0.016075,0.003528,0.219452,0.003808,0,0,0,'\'(-inf-0.498307]\'_x_\'(-inf-0.497679]\'','\'(-inf-0.511591]\'_x_\'(-inf-0.498307]\'','\'(-inf-0.511591]\'_x_\'(-inf-0.497679]\'',1.246624
0.770908,0.384354,0.702694,0.111784,0.694169,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1.087048,1.155262,1.473602,-0.31834,0.386554,0.068214,0.546972,1.828247,2.005724,0.498573,1.097075,0.911515,0.270083,0.296302,0.541712,1,0,0,'\'(-inf-0.498307]\'_x_\'(0.497679-inf)\'','\'(0.511591-inf)\'_x_\'(-inf-0.498307]\'','\'(0.511591-inf)\'_x_\'(0.497679-inf)\'',3.916253
0.257962,0.342506,0.908225,0.098853,0.276094,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1.250731,0.600468,1.166187,-0.565719,-0.084544,-0.650263,0.377116,2.651705,0.753161,1.327738,0.284029,3.520771,0.311073,0.088354,0.234288,1,1,1,'\'(-inf-0.498307]\'_x_\'(0.497679-inf)\'','\'(-inf-0.511591]\'_x_\'(-inf-0.498307]\'','\'(-inf-0.511591]\'_x_\'(0.497679-inf)\'',3.623623
0.840594,0.430377,0.890571,0.791853,0.445904,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1.320948,1.270971,1.731165,-0.460194,0.410217,-0.049977,0.48326,2.069281,1.953157,0.511992,0.943882,1.059454,0.383281,0.361772,0.748609,1,0,1,'\'(-inf-0.498307]\'_x_\'(0.497679-inf)\'','\'(0.511591-inf)\'_x_\'(-inf-0.498307]\'','\'(0.511591-inf)\'_x_\'(0.497679-inf)\'',4.278785
0.052593,0.179092,0.487495,0.945659,0.190019,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.666587,0.231685,0.540088,-0.308403,-0.126499,-0.434902,0.367372,2.722037,0.293665,3.405244,0.107884,9.269199,0.087306,0.009419,0.025639,1,1,1,'\'(-inf-0.498307]\'_x_\'(-inf-0.497679]\'','\'(-inf-0.511591]\'_x_\'(-inf-0.498307]\'','\'(-inf-0.511591]\'_x_\'(-inf-0.497679]\'',1.722342
0.700164,0.582283,0.280476,0.968296,0.7037,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0.862759,1.282447,0.98064,0.301807,0.117881,0.419688,2.076053,0.481683,1.202446,0.831638,2.496342,0.400586,0.163316,0.407694,0.196379,0,0,0,'\'(0.498307-inf)\'_x_\'(-inf-0.497679]\'','\'(0.511591-inf)\'_x_\'(0.498307-inf)\'','\'(0.511591-inf)\'_x_\'(-inf-0.497679]\'',2.535627
1.011817,0.280347,0.803764,0.692479,0.500736,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1.084111,1.292164,1.815581,-0.523417,0.73147,0.208053,0.348793,2.867033,3.609159,0.277073,1.258848,0.794377,0.225333,0.28366,0.813262,1,0,0,'\'(-inf-0.498307]\'_x_\'(0.497679-inf)\'','\'(0.511591-inf)\'_x_\'(-inf-0.498307]\'','\'(0.511591-inf)\'_x_\'(0.497679-inf)\'',4.145095
0.392069,0.648197,0.019617,0.279438,0.929384,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0.667814,1.040266,0.411686,0.62858,-0.256128,0.372452,33.042616,0.030264,0.604861,1.653273,19.986185,0.050035,0.012716,0.254138,0.007691,0,1,0,'\'(0.498307-inf)\'_x_\'(-inf-0.497679]\'','\'(-inf-0.511591]\'_x_\'(0.498307-inf)\'','\'(-inf-0.511591]\'_x_\'(-inf-0.497679]\'',1.72857
0.615708,0.15457,0.337127,0.133441,0.671103,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0.491697,0.770278,0.952835,-0.182557,0.461138,0.278581,0.458492,2.181064,3.98336,0.251044,1.826338,0.547544,0.05211,0.09517,0.207572,1,0,0,'\'(-inf-0.498307]\'_x_\'(-inf-0.497679]\'','\'(0.511591-inf)\'_x_\'(-inf-0.498307]\'','\'(0.511591-inf)\'_x_\'(-inf-0.497679]\'',1.814063
0.899027,0.213451,0.39949,0.517302,0.21535,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0.612941,1.112478,1.298517,-0.186039,0.685576,0.499537,0.534309,1.871577,4.211866,0.237424,2.250437,0.444358,0.085272,0.191898,0.359152,1,0,0,'\'(-inf-0.498307]\'_x_\'(-inf-0.497679]\'','\'(0.511591-inf)\'_x_\'(-inf-0.498307]\'','\'(0.511591-inf)\'_x_\'(-inf-0.497679]\'',2.208127
0.975564,0.593551,0.948496,0.880652,0.320624,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1.542047,1.569115,1.92406,-0.354945,0.382013,0.027068,0.625781,1.598003,1.643606,0.608418,1.028538,0.972254,0.562981,0.579047,0.925319,1,0,0,'\'(0.498307-inf)\'_x_\'(0.497679-inf)\'','\'(0.511591-inf)\'_x_\'(0.498307-inf)\'','\'(0.511591-inf)\'_x_\'(0.497679-inf)\'',4.896583
0.498581,0.761465,0.401093,0.659152,0.788435,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1.162558,1.260046,0.899674,0.360372,-0.262884,0.097488,1.898475,0.526739,0.654765,1.527264,1.243056,0.804469,0.305418,0.379652,0.199977,0,1,0,'\'(0.498307-inf)\'_x_\'(-inf-0.497679]\'','\'(-inf-0.511591]\'_x_\'(0.498307-inf)\'','\'(-inf-0.511591]\'_x_\'(-inf-0.497679]\'',2.941225
