@relation 'if(A1==1 || A2==1 || A3==1) then 1 else 0-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Add-TNOM-NA1 and A2-L0,1-C6-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 and A3-L0,1-C7-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 and A3-L0,1-C8-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 or A2-L0,1-C9-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 or A3-L0,1-C10-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 or A3-L0,1-C11-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 equ A2-L0,1-C12-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 equ A3-L0,1-C13-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 equ A3-L0,1-C14-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 xor A2-L0,1-C15-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 xor A3-L0,1-C16-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 xor A3-L0,1-C17-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 impl A2-L0,1-C18-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 impl A3-L0,1-C19-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 impl A3-L0,1-C20-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 and A2 and A3-L0,1-C21-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 or A2 or A3-L0,1-C22-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A2-L0_x_0,0_x_1,1_x_0,1_x_1-C23-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2_x_A3-L0_x_0,0_x_1,1_x_0,1_x_1-C24-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A3-L0_x_0,0_x_1,1_x_0,1_x_1-C25-W1.0'

@attribute A1 {0,1}
@attribute A2 {0,1}
@attribute A3 {0,1}
@attribute A4 {0,1}
@attribute A5 numeric
@attribute 'A1 and A2' {0,1}
@attribute 'A2 and A3' {0,1}
@attribute 'A1 and A3' {0,1}
@attribute 'A1 or A2' {0,1}
@attribute 'A2 or A3' {0,1}
@attribute 'A1 or A3' {0,1}
@attribute 'A1 equ A2' {0,1}
@attribute 'A2 equ A3' {0,1}
@attribute 'A1 equ A3' {0,1}
@attribute 'A1 xor A2' {0,1}
@attribute 'A2 xor A3' {0,1}
@attribute 'A1 xor A3' {0,1}
@attribute 'A1 impl A2' {0,1}
@attribute 'A2 impl A3' {0,1}
@attribute 'A1 impl A3' {0,1}
@attribute 'A1 and A2 and A3' {0,1}
@attribute 'A1 or A2 or A3' {0,1}
@attribute A1_x_A2 {0_x_0,0_x_1,1_x_0,1_x_1}
@attribute A2_x_A3 {0_x_0,0_x_1,1_x_0,1_x_1}
@attribute A1_x_A3 {0_x_0,0_x_1,1_x_0,1_x_1}
@attribute class numeric

@data
1,0,0,1,0.941116,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,0_x_0,1_x_0,1
0,1,0,0,0.075393,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,0_x_0,1
1,1,1,0,0.066966,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
0,0,0,0,0.040697,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,0,0,1,0.226777,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,0_x_0,1_x_0,1
1,0,0,1,0.940065,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,0_x_0,1_x_0,1
1,0,1,1,0.230866,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,1_x_1,1
0,0,0,1,0.488573,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,0,0,0,0.760459,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,1,0,0,0.009639,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1_x_1,1_x_0,1_x_0,1
0,0,0,0,0.470253,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,0,0,1,0.710445,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,0,0,1,0.028416,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,0_x_0,1_x_0,1
1,0,0,0,0.575868,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,0_x_0,1_x_0,1
0,0,1,0,0.297103,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0_x_0,0_x_1,0_x_1,1
0,0,0,1,0.305258,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,1,1,1,0.831118,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,1_x_1,0_x_1,1
0,1,0,1,0.513521,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,0_x_0,1
1,0,1,0,0.341909,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,1_x_1,1
1,0,0,0,0.864796,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,0_x_0,1_x_0,1
1,1,0,0,0.848868,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1_x_1,1_x_0,1_x_0,1
0,1,1,0,0.52175,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,1_x_1,0_x_1,1
0,1,0,1,0.108446,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,0_x_0,1
0,0,0,0,0.597411,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,0,1,1,0.090586,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,1_x_1,1
1,0,0,1,0.46395,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,0_x_0,1_x_0,1
0,0,0,0,0.85592,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,1,0,0,0.281405,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1_x_1,1_x_0,1_x_0,1
0,1,0,1,0.099195,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,0_x_0,1
1,1,0,1,0.889788,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1_x_1,1_x_0,1_x_0,1
0,1,1,1,0.865245,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,1_x_1,0_x_1,1
0,0,0,1,0.893937,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,1,0,1,0.842724,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1_x_1,1_x_0,1_x_0,1
1,0,1,0,0.948999,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,1_x_1,1
0,0,1,1,0.104977,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0_x_0,0_x_1,0_x_1,1
0,0,0,0,0.715391,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,1,1,0,0.93215,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,1_x_1,0_x_1,1
1,0,1,1,0.93881,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,1_x_1,1
0,1,1,0,0.227478,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,1_x_1,0_x_1,1
0,0,1,0,0.569534,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0_x_0,0_x_1,0_x_1,1
1,1,1,0,0.175164,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
0,0,1,0,0.665336,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0_x_0,0_x_1,0_x_1,1
1,0,0,1,0.897178,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,0_x_0,1_x_0,1
0,0,0,1,0.126366,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,1,0,1,0.499455,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1_x_1,1_x_0,1_x_0,1
1,1,0,0,0.64397,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1_x_1,1_x_0,1_x_0,1
0,1,1,1,0.680326,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,1_x_1,0_x_1,1
0,1,0,1,0.867414,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,0_x_0,1
1,0,1,1,0.959789,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,1_x_1,1
0,1,1,0,0.914834,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,1_x_1,0_x_1,1
0,1,0,0,0.109427,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,0_x_0,1
0,1,1,0,0.392354,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,1_x_1,0_x_1,1
0,0,0,0,0.880044,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,1,0,0,0.906523,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1_x_1,1_x_0,1_x_0,1
1,1,1,0,0.07559,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
0,0,0,0,0.231159,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,1,1,1,0.174561,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,1_x_1,0_x_1,1
1,1,0,1,0.344891,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1_x_1,1_x_0,1_x_0,1
1,0,0,0,0.398309,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,0_x_0,1_x_0,1
1,0,0,1,0.2176,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,0_x_0,1_x_0,1
1,0,1,0,0.542549,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,1_x_1,1
1,0,1,1,0.673331,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,1_x_1,1
0,0,1,1,0.274729,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0_x_0,0_x_1,0_x_1,1
1,0,0,1,0.777759,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,0_x_0,1_x_0,1
1,1,0,0,0.53498,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1_x_1,1_x_0,1_x_0,1
1,0,0,1,0.826998,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,0_x_0,1_x_0,1
0,1,0,0,0.319242,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,0_x_0,1
0,0,1,0,0.191335,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0_x_0,0_x_1,0_x_1,1
0,0,1,0,0.455301,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0_x_0,0_x_1,0_x_1,1
0,0,1,1,0.485626,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0_x_0,0_x_1,0_x_1,1
0,1,0,0,0.069309,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,0_x_0,1
0,0,0,1,0.993852,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,1,0,1,0.673457,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1_x_1,1_x_0,1_x_0,1
0,0,1,1,0.118087,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0_x_0,0_x_1,0_x_1,1
1,0,1,0,0.154664,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,1_x_1,1
0,0,1,0,0.204503,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0_x_0,0_x_1,0_x_1,1
1,0,1,0,0.207145,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,1_x_1,1
0,0,0,0,0.226566,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,0,0,1,0.804633,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,1,0,1,0.987199,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1_x_1,1_x_0,1_x_0,1
0,1,1,0,0.354875,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,1_x_1,0_x_1,1
1,0,1,1,0.199176,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,1_x_1,1
1,1,1,0,0.002052,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,0,1,1,0.681495,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,1_x_1,1
1,1,1,0,0.752325,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,1,1,0,0.087112,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
0,0,1,0,0.382339,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0_x_0,0_x_1,0_x_1,1
1,1,0,0,0.875433,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1_x_1,1_x_0,1_x_0,1
1,0,1,0,0.466638,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,1_x_1,1
0,1,0,1,0.435861,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,0_x_0,1
1,0,0,1,0.922546,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,0_x_0,1_x_0,1
0,0,0,1,0.333915,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,0,0,0,0.642751,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,0_x_0,1_x_0,1
1,0,0,1,0.019764,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,0_x_0,1_x_0,1
0,1,0,1,0.56775,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,0_x_0,1
1,1,0,1,0.144101,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1_x_1,1_x_0,1_x_0,1
0,0,1,0,0.77146,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0_x_0,0_x_1,0_x_1,1
0,0,1,1,0.955174,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0_x_0,0_x_1,0_x_1,1
0,1,1,1,0.200966,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,1_x_1,0_x_1,1
1,0,1,1,0.393408,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,1_x_1,1
0,1,0,1,0.860898,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,0_x_0,1
0,1,0,0,0.199676,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,0_x_0,1
1,1,1,0,0.777748,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,1,1,0,0.056041,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
0,1,1,0,0.661204,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,1_x_1,0_x_1,1
0,0,0,0,0.883343,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,0,0,0,0.017994,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,0_x_0,1_x_0,1
1,1,1,0,0.530593,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,0,0,1,0.616644,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,0_x_0,1_x_0,1
0,0,0,0,0.262689,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,0,1,1,0.774962,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0_x_0,0_x_1,0_x_1,1
0,0,0,1,0.444114,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,1,1,0,0.400036,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,0,1,1,0.338984,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,1_x_1,1
1,1,1,1,0.085314,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,0,0,1,0.917111,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,0_x_0,1_x_0,1
0,0,0,1,0.721313,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,1,1,1,0.339817,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
0,1,1,0,0.944052,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,1_x_1,0_x_1,1
1,0,1,0,0.469343,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,1_x_1,1
0,0,0,0,0.595175,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,0,0,0,0.326256,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,1,1,1,0.044478,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,0,1,1,0.137843,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,1_x_1,1
1,1,0,0,0.402208,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1_x_1,1_x_0,1_x_0,1
1,0,1,0,0.157706,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,1_x_1,1
1,0,1,1,0.07586,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,1_x_1,1
1,1,1,1,0.17646,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,1,1,0,0.883531,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,0,0,0,0.92251,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,0_x_0,1_x_0,1
0,1,0,1,0.68029,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,0_x_0,1
0,0,0,0,0.910313,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,0,0,0,0.670916,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,0,0,0,0.724602,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,0_x_0,1_x_0,1
1,1,1,1,0.835218,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,1,1,0,0.928917,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,0,1,0,0.072505,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,1_x_1,1
1,0,1,0,0.404963,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,1_x_1,1
0,1,1,0,0.249489,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,1_x_1,0_x_1,1
