@relation 'Linear function with redundant attributes: 2*A1 - 2*A2 = R; A2 == A3, A4 == A5-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) and A2==(0.499958-inf)-L0,1-C6-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.499958-inf) and A3==(0.499958-inf)-L0,1-C7-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) and A3==(0.499958-inf)-L0,1-C8-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) or A2==(0.499958-inf)-L0,1-C9-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.499958-inf) or A3==(0.499958-inf)-L0,1-C10-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) or A3==(0.499958-inf)-L0,1-C11-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) equ A2==(0.499958-inf)-L0,1-C12-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.499958-inf) equ A3==(0.499958-inf)-L0,1-C13-W1.0-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) equ A3==(0.499958-inf)-L0,1-C13-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) xor A2==(0.499958-inf)-L0,1-C14-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.499958-inf) xor A3==(0.499958-inf)-L0,1-C15-W1.0-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) xor A3==(0.499958-inf)-L0,1-C15-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) impl A2==(0.499958-inf)-L0,1-C16-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.499958-inf) impl A3==(0.499958-inf)-L0,1-C17-W1.0-weka.filters.unsupervised.attribute.Remove-R17-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) impl A3==(0.499958-inf)-L0,1-C17-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) and A2==(0.499958-inf) and A3==(0.499958-inf)-L0,1-C18-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) or A2==(0.499958-inf) or A3==(0.499958-inf)-L0,1-C19-W1.0-weka.filters.unsupervised.attribute.Add-NA1 ADD A2-C20-W1.0-weka.filters.unsupervised.attribute.Add-NA2 ADD A3-C21-W1.0-weka.filters.unsupervised.attribute.Add-NA1 ADD A3-C22-W1.0-weka.filters.unsupervised.attribute.Add-NA1 SUBTRACT A2-C23-W1.0-weka.filters.unsupervised.attribute.Add-NA2 SUBTRACT A3-C24-W1.0-weka.filters.unsupervised.attribute.Add-NA1 SUBTRACT A3-C25-W1.0-weka.filters.unsupervised.attribute.Add-NA1 DIVIDE A2-C26-W1.0-weka.filters.unsupervised.attribute.Add-NA2 DIVIDE A1-C27-W1.0-weka.filters.unsupervised.attribute.Add-NA2 DIVIDE A3-C28-W1.0-weka.filters.unsupervised.attribute.Add-NA3 DIVIDE A2-C29-W1.0-weka.filters.unsupervised.attribute.Add-NA1 DIVIDE A3-C30-W1.0-weka.filters.unsupervised.attribute.Add-NA3 DIVIDE A1-C31-W1.0-weka.filters.unsupervised.attribute.Add-NA1 MULTIPLY A2-C32-W1.0-weka.filters.unsupervised.attribute.Add-NA2 MULTIPLY A3-C33-W1.0-weka.filters.unsupervised.attribute.Add-NA1 MULTIPLY A3-C34-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 LESSTHAN A2-L0,1-C35-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 LESSTHAN A3-L0,1-C36-W1.0-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.Add-TNOM-NA1 LESSTHAN A3-L0,1-C36-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 DIFF A2-L0,1-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Add-TNOM-NA2 DIFF A3-L0,1-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Add-TNOM-NA1 DIFF A3-L0,1-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A2-L\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\',\'(-inf-0.500055]\'_x_\'(0.499958-inf)\',\'(0.500055-inf)\'_x_\'(-inf-0.499958]\',\'(0.500055-inf)\'_x_\'(0.499958-inf)\'-C37-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2_x_A3-L\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\',\'(-inf-0.499958]\'_x_\'(0.499958-inf)\',\'(0.499958-inf)\'_x_\'(-inf-0.499958]\',\'(0.499958-inf)\'_x_\'(0.499958-inf)\'-C38-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A3-L\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\',\'(-inf-0.500055]\'_x_\'(0.499958-inf)\',\'(0.500055-inf)\'_x_\'(-inf-0.499958]\',\'(0.500055-inf)\'_x_\'(0.499958-inf)\'-C39-W1.0'

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute F1L1 {0,1}
@attribute F2L1 {0,1}
@attribute F3L1 {0,1}
@attribute F4L1 {0,1}
@attribute F5L1 {0,1}
@attribute F6L1 {0,1}
@attribute F7L1 {0,1}
@attribute F8L1 {0,1}
@attribute F9L1 {0,1}
@attribute F10L1 {0,1}
@attribute F11L1 {0,1}
@attribute F12L1 {0,1}
@attribute F13L1 {0,1}
@attribute F14L1 {0,1}
@attribute F15L1 numeric
@attribute F16L1 numeric
@attribute F17L1 numeric
@attribute F18L1 numeric
@attribute F19L1 numeric
@attribute F20L1 numeric
@attribute F21L1 numeric
@attribute F22L1 numeric
@attribute F23L1 numeric
@attribute F24L1 numeric
@attribute F25L1 numeric
@attribute F26L1 numeric
@attribute F27L1 numeric
@attribute F28L1 numeric
@attribute F29L1 numeric
@attribute F30L1 {0,1}
@attribute F31L1 {0,1}
@attribute F32L1 {'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\''}
@attribute F33L1 {'\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(-inf-0.499958]\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\''}
@attribute F34L1 {'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\''}
@attribute class numeric

@data
0.315978,0.133879,0.133879,0.707245,0.707245,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.449857,0.267758,0.449857,0.182099,0,0.182099,2.360176,0.423697,1,1,2.360176,0.423697,0.042303,0.017924,0.042303,0,0,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',0.364199
0.053182,0.408235,0.408235,0.46336,0.46336,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.461417,0.81647,0.461417,-0.355053,0,-0.355053,0.130273,7.676187,1,1,0.130273,7.676187,0.021711,0.166656,0.021711,1,1,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',-0.710107
0.353907,0.68185,0.68185,0.11001,0.11001,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1.035757,1.3637,1.035757,-0.327943,0,-0.327943,0.519039,1.926636,1,1,0.519039,1.926636,0.241311,0.464919,0.241311,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-0.655886
0.740757,0.826924,0.826924,0.222442,0.222442,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.567681,1.653848,1.567681,-0.086167,0,-0.086167,0.895798,1.116323,1,1,0.895798,1.116323,0.61255,0.683803,0.61255,1,1,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',-0.172334
0.053574,0.853195,0.853195,0.178258,0.178258,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0.906769,1.70639,0.906769,-0.799621,0,-0.799621,0.062792,15.925542,1,1,0.062792,15.925542,0.045709,0.727942,0.045709,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-1.599242
0.446161,0.077922,0.077922,0.06053,0.06053,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.524083,0.155844,0.524083,0.368239,0,0.368239,5.725739,0.17465,1,1,5.725739,0.17465,0.034766,0.006072,0.034766,0,0,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',0.736477
0.833814,0.61689,0.61689,0.058964,0.058964,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.450704,1.23378,1.450704,0.216924,0,0.216924,1.351641,0.739841,1,1,1.351641,0.739841,0.514372,0.380553,0.514372,0,0,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',0.433847
0.261999,0.180827,0.180827,0.221156,0.221156,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.442826,0.361654,0.442826,0.081172,0,0.081172,1.448893,0.690182,1,1,1.448893,0.690182,0.047376,0.032698,0.047376,0,0,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',0.162344
0.634041,0.773072,0.773072,0.327154,0.327154,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.407113,1.546144,1.407113,-0.139031,0,-0.139031,0.820158,1.219278,1,1,0.820158,1.219278,0.490159,0.59764,0.490159,1,1,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',-0.27806
0.287255,0.140719,0.140719,0.674497,0.674497,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.427974,0.281438,0.427974,0.146536,0,0.146536,2.041338,0.489875,1,1,2.041338,0.489875,0.040422,0.019802,0.040422,0,0,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',0.293073
0.926751,0.171797,0.171797,0.456704,0.456704,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1.098548,0.343594,1.098548,0.754954,0,0.754954,5.394454,0.185376,1,1,5.394454,0.185376,0.159213,0.029514,0.159213,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',1.509908
0.930345,0.482701,0.482701,0.639133,0.639133,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1.413046,0.965402,1.413046,0.447644,0,0.447644,1.927373,0.518841,1,1,1.927373,0.518841,0.449078,0.233,0.449078,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',0.895288
0.836934,0.703114,0.703114,0.869794,0.869794,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.540048,1.406228,1.540048,0.13382,0,0.13382,1.190325,0.840107,1,1,1.190325,0.840107,0.58846,0.494369,0.58846,0,0,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',0.267639
0.964944,0.508958,0.508958,0.813101,0.813101,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.473902,1.017916,1.473902,0.455986,0,0.455986,1.895921,0.527448,1,1,1.895921,0.527448,0.491116,0.259038,0.491116,0,0,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',0.911972
0.061641,0.033941,0.033941,0.009724,0.009724,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.095582,0.067882,0.095582,0.0277,0,0.0277,1.816122,0.550624,1,1,1.816122,0.550624,0.002092,0.001152,0.002092,0,0,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',0.055401
0.61412,0.083844,0.083844,0.874243,0.874243,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0.697964,0.167688,0.697964,0.530276,0,0.530276,7.324555,0.136527,1,1,7.324555,0.136527,0.05149,0.00703,0.05149,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',1.060553
0.541736,0.750291,0.750291,0.484315,0.484315,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.292027,1.500582,1.292027,-0.208555,0,-0.208555,0.722035,1.384975,1,1,0.722035,1.384975,0.40646,0.562937,0.40646,1,1,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',-0.417109
0.281599,0.636479,0.636479,0.133356,0.133356,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0.918078,1.272958,0.918078,-0.35488,0,-0.35488,0.442433,2.260232,1,1,0.442433,2.260232,0.179232,0.405106,0.179232,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-0.709761
0.617455,0.213004,0.213004,0.408924,0.408924,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0.830459,0.426008,0.830459,0.404451,0,0.404451,2.898795,0.344971,1,1,2.898795,0.344971,0.13152,0.045371,0.13152,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',0.808901
0.837432,0.724158,0.724158,0.056231,0.056231,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.56159,1.448316,1.56159,0.113274,0,0.113274,1.156422,0.864736,1,1,1.156422,0.864736,0.606433,0.524405,0.606433,0,0,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',0.226547
0.005502,0.646106,0.646106,0.499609,0.499609,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0.651608,1.292212,0.651608,-0.640604,0,-0.640604,0.008516,117.431116,1,1,0.008516,117.431116,0.003555,0.417453,0.003555,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-1.281209
0.974849,0.901044,0.901044,0.080509,0.080509,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.875893,1.802088,1.875893,0.073805,0,0.073805,1.081911,0.924291,1,1,1.081911,0.924291,0.878382,0.81188,0.878382,0,0,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',0.147609
0.376754,0.172107,0.172107,0.166582,0.166582,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.548861,0.344214,0.548861,0.204647,0,0.204647,2.189068,0.456815,1,1,2.189068,0.456815,0.064842,0.029621,0.064842,0,0,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',0.409294
0.789824,0.215866,0.215866,0.811672,0.811672,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1.00569,0.431732,1.00569,0.573958,0,0.573958,3.658862,0.273309,1,1,3.658862,0.273309,0.170496,0.046598,0.170496,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',1.147916
0.552155,0.188853,0.188853,0.10245,0.10245,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0.741008,0.377706,0.741008,0.363302,0,0.363302,2.923729,0.342029,1,1,2.923729,0.342029,0.104276,0.035665,0.104276,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',0.726604
0.677062,0.553383,0.553383,0.313842,0.313842,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.230445,1.106766,1.230445,0.123679,0,0.123679,1.223496,0.81733,1,1,1.223496,0.81733,0.374675,0.306233,0.374675,0,0,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',0.247357
0.535155,0.477167,0.477167,0.493558,0.493558,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1.012322,0.954334,1.012322,0.057988,0,0.057988,1.121526,0.891643,1,1,1.121526,0.891643,0.255358,0.227688,0.255358,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',0.115977
0.996054,0.324183,0.324183,0.04291,0.04291,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1.320237,0.648366,1.320237,0.671871,0,0.671871,3.072505,0.325467,1,1,3.072505,0.325467,0.322904,0.105095,0.322904,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',1.343744
0.380173,0.14461,0.14461,0.678927,0.678927,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.524783,0.28922,0.524783,0.235563,0,0.235563,2.628954,0.380379,1,1,2.628954,0.380379,0.054977,0.020912,0.054977,0,0,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',0.471125
0.927101,0.985953,0.985953,0.682536,0.682536,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.913054,1.971906,1.913054,-0.058852,0,-0.058852,0.94031,1.06348,1,1,0.94031,1.06348,0.914078,0.972103,0.914078,1,1,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',-0.117704
0.579354,0.183635,0.183635,0.590642,0.590642,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0.762989,0.36727,0.762989,0.395719,0,0.395719,3.154921,0.316965,1,1,3.154921,0.316965,0.10639,0.033722,0.10639,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',0.791438
0.026252,0.289916,0.289916,0.121526,0.121526,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.316168,0.579832,0.316168,-0.263664,0,-0.263664,0.09055,11.043578,1,1,0.09055,11.043578,0.007611,0.084051,0.007611,1,1,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',-0.527329
0.508805,0.365677,0.365677,0.71146,0.71146,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0.874482,0.731354,0.874482,0.143128,0,0.143128,1.391406,0.718698,1,1,1.391406,0.718698,0.186058,0.13372,0.186058,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',0.286256
0.294812,0.434836,0.434836,0.390934,0.390934,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.729648,0.869672,0.729648,-0.140024,0,-0.140024,0.677984,1.47496,1,1,0.677984,1.47496,0.128195,0.189082,0.128195,1,1,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',-0.280048
0.987984,0.047936,0.047936,0.236782,0.236782,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1.03592,0.095872,1.03592,0.940048,0,0.940048,20.610481,0.048519,1,1,20.610481,0.048519,0.04736,0.002298,0.04736,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',1.880096
0.026169,0.877458,0.877458,0.100984,0.100984,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0.903627,1.754916,0.903627,-0.851289,0,-0.851289,0.029824,33.530437,1,1,0.029824,33.530437,0.022962,0.769933,0.022962,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-1.702577
0.102741,0.456433,0.456433,0.114612,0.114612,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.559174,0.912866,0.559174,-0.353692,0,-0.353692,0.225095,4.442559,1,1,0.225095,4.442559,0.046894,0.208331,0.046894,1,1,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',-0.707386
0.281241,0.994822,0.994822,0.774718,0.774718,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1.276063,1.989644,1.276063,-0.713581,0,-0.713581,0.282705,3.537258,1,1,0.282705,3.537258,0.279785,0.989671,0.279785,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-1.427163
0.757394,0.175313,0.175313,0.221956,0.221956,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0.932707,0.350626,0.932707,0.582081,0,0.582081,4.320239,0.231469,1,1,4.320239,0.231469,0.132781,0.030735,0.132781,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',1.164162
0.902872,0.176329,0.176329,0.163443,0.163443,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1.079201,0.352658,1.079201,0.726543,0,0.726543,5.120383,0.195298,1,1,5.120383,0.195298,0.159203,0.031092,0.159203,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',1.453086
0.541084,0.044149,0.044149,0.01108,0.01108,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0.585233,0.088298,0.585233,0.496935,0,0.496935,12.255861,0.081594,1,1,12.255861,0.081594,0.023888,0.001949,0.023888,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',0.993869
0.416363,0.000559,0.000559,0.798029,0.798029,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.416922,0.001118,0.416922,0.415804,0,0.415804,744.83542,0.001343,1,1,744.83542,0.001343,0.000233,0,0.000233,0,0,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',0.831608
0.208572,0.896491,0.896491,0.993713,0.993713,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1.105063,1.792982,1.105063,-0.687919,0,-0.687919,0.232654,4.298233,1,1,0.232654,4.298233,0.186983,0.803696,0.186983,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-1.375837
0.713142,0.635454,0.635454,0.532332,0.532332,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.348596,1.270908,1.348596,0.077688,0,0.077688,1.122256,0.891062,1,1,1.122256,0.891062,0.453169,0.403802,0.453169,0,0,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',0.155376
0.628758,0.596062,0.596062,0.723633,0.723633,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.22482,1.192124,1.22482,0.032696,0,0.032696,1.054853,0.947999,1,1,1.054853,0.947999,0.374779,0.35529,0.374779,0,0,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',0.065392
0.891142,0.405754,0.405754,0.976276,0.976276,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1.296896,0.811508,1.296896,0.485388,0,0.485388,2.196262,0.455319,1,1,2.196262,0.455319,0.361584,0.164636,0.361584,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',0.970777
