@relation 'Linear function: A1 + 2*A2 + 3*A3 = R-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.4998-inf) and A3==(0.499872-inf)-L0,1-C6-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.499791-inf) and A2==(0.4998-inf)-L0,1-C7-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.499791-inf) and A3==(0.499872-inf)-L0,1-C8-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.4998-inf) or A3==(0.499872-inf)-L0,1-C9-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.499791-inf) or A2==(0.4998-inf)-L0,1-C10-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.499791-inf) or A3==(0.499872-inf)-L0,1-C11-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.4998-inf) equ A3==(0.499872-inf)-L0,1-C12-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.499791-inf) equ A2==(0.4998-inf)-L0,1-C13-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.499791-inf) equ A3==(0.499872-inf)-L0,1-C14-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.4998-inf) xor A3==(0.499872-inf)-L0,1-C15-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.499791-inf) xor A2==(0.4998-inf)-L0,1-C16-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.499791-inf) xor A3==(0.499872-inf)-L0,1-C17-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.4998-inf) impl A3==(0.499872-inf)-L0,1-C18-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.499791-inf) impl A2==(0.4998-inf)-L0,1-C19-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.499791-inf) impl A3==(0.499872-inf)-L0,1-C20-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.499791-inf) and A2==(0.4998-inf) and A3==(0.499872-inf)-L0,1-C21-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.499791-inf) or A2==(0.4998-inf) or A3==(0.499872-inf)-L0,1-C22-W1.0-weka.filters.unsupervised.attribute.Add-NA2 ADD A3-C23-W1.0-weka.filters.unsupervised.attribute.Add-NA1 ADD A2-C24-W1.0-weka.filters.unsupervised.attribute.Add-NA1 ADD A3-C25-W1.0-weka.filters.unsupervised.attribute.Add-NA2 SUBTRACT A3-C26-W1.0-weka.filters.unsupervised.attribute.Add-NA1 SUBTRACT A2-C27-W1.0-weka.filters.unsupervised.attribute.Add-NA1 SUBTRACT A3-C28-W1.0-weka.filters.unsupervised.attribute.Add-NA2 DIVIDE A3-C29-W1.0-weka.filters.unsupervised.attribute.Add-NA3 DIVIDE A2-C30-W1.0-weka.filters.unsupervised.attribute.Add-NA1 DIVIDE A2-C31-W1.0-weka.filters.unsupervised.attribute.Add-NA2 DIVIDE A1-C32-W1.0-weka.filters.unsupervised.attribute.Add-NA1 DIVIDE A3-C33-W1.0-weka.filters.unsupervised.attribute.Add-NA3 DIVIDE A1-C34-W1.0-weka.filters.unsupervised.attribute.Add-NA2 MULTIPLY A3-C35-W1.0-weka.filters.unsupervised.attribute.Add-NA1 MULTIPLY A2-C36-W1.0-weka.filters.unsupervised.attribute.Add-NA1 MULTIPLY A3-C37-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 LESSTHAN A3-L0,1-C38-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 LESSTHAN A2-L0,1-C39-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 LESSTHAN A3-L0,1-C40-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 DIFF A3-L0,1-C41-W1.0-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Add-TNOM-NA1 DIFF A2-L0,1-C41-W1.0-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Add-TNOM-NA1 DIFF A3-L0,1-C41-W1.0-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Add-TNOM-NA2_x_A3-L\'(-inf-0.4998]\'_x_\'(-inf-0.499872]\',\'(-inf-0.4998]\'_x_\'(0.499872-inf)\',\'(0.4998-inf)\'_x_\'(-inf-0.499872]\',\'(0.4998-inf)\'_x_\'(0.499872-inf)\'-C41-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A2-L\'(-inf-0.499791]\'_x_\'(-inf-0.4998]\',\'(-inf-0.499791]\'_x_\'(0.4998-inf)\',\'(0.499791-inf)\'_x_\'(-inf-0.4998]\',\'(0.499791-inf)\'_x_\'(0.4998-inf)\'-C42-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A3-L\'(-inf-0.499791]\'_x_\'(-inf-0.499872]\',\'(-inf-0.499791]\'_x_\'(0.499872-inf)\',\'(0.499791-inf)\'_x_\'(-inf-0.499872]\',\'(0.499791-inf)\'_x_\'(0.499872-inf)\'-C43-W1.0'

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute F1L1 {0,1}
@attribute F2L1 {0,1}
@attribute F3L1 {0,1}
@attribute F4L1 {0,1}
@attribute F5L1 {0,1}
@attribute F6L1 {0,1}
@attribute F7L1 {0,1}
@attribute F8L1 {0,1}
@attribute F9L1 {0,1}
@attribute F10L1 {0,1}
@attribute F11L1 {0,1}
@attribute F12L1 {0,1}
@attribute F13L1 {0,1}
@attribute F14L1 {0,1}
@attribute F15L1 {0,1}
@attribute F16L1 {0,1}
@attribute F17L1 {0,1}
@attribute F18L1 numeric
@attribute F19L1 numeric
@attribute F20L1 numeric
@attribute F21L1 numeric
@attribute F22L1 numeric
@attribute F23L1 numeric
@attribute F24L1 numeric
@attribute F25L1 numeric
@attribute F26L1 numeric
@attribute F27L1 numeric
@attribute F28L1 numeric
@attribute F29L1 numeric
@attribute F30L1 numeric
@attribute F31L1 numeric
@attribute F32L1 numeric
@attribute F33L1 {0,1}
@attribute F34L1 {0,1}
@attribute F35L1 {0,1}
@attribute F36L1 {'\'(-inf-0.4998]\'_x_\'(-inf-0.499872]\'','\'(-inf-0.4998]\'_x_\'(0.499872-inf)\'','\'(0.4998-inf)\'_x_\'(-inf-0.499872]\'','\'(0.4998-inf)\'_x_\'(0.499872-inf)\''}
@attribute F37L1 {'\'(-inf-0.499791]\'_x_\'(-inf-0.4998]\'','\'(-inf-0.499791]\'_x_\'(0.4998-inf)\'','\'(0.499791-inf)\'_x_\'(-inf-0.4998]\'','\'(0.499791-inf)\'_x_\'(0.4998-inf)\''}
@attribute F38L1 {'\'(-inf-0.499791]\'_x_\'(-inf-0.499872]\'','\'(-inf-0.499791]\'_x_\'(0.499872-inf)\'','\'(0.499791-inf)\'_x_\'(-inf-0.499872]\'','\'(0.499791-inf)\'_x_\'(0.499872-inf)\''}
@attribute class numeric

@data
0.762054,0.856359,0.671729,0.657761,0.756746,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1.528088,1.618413,1.433783,0.18463,-0.094305,0.090325,1.274858,0.784401,0.889877,1.123751,1.134466,0.881472,0.575241,0.652592,0.511894,0,1,0,'\'(0.4998-inf)\'_x_\'(0.499872-inf)\'','\'(0.499791-inf)\'_x_\'(0.4998-inf)\'','\'(0.499791-inf)\'_x_\'(0.499872-inf)\'',4.489958
0.809972,0.677463,0.153061,0.373518,0.276,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0.830524,1.487435,0.963033,0.524402,0.132509,0.656911,4.426098,0.225933,1.195596,0.836403,5.291825,0.188971,0.103693,0.548726,0.123975,0,0,0,'\'(0.4998-inf)\'_x_\'(-inf-0.499872]\'','\'(0.499791-inf)\'_x_\'(0.4998-inf)\'','\'(0.499791-inf)\'_x_\'(-inf-0.499872]\'',2.62408
0.420238,0.533424,0.334571,0.860425,0.772768,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0.867995,0.953662,0.754809,0.198853,-0.113186,0.085667,1.594352,0.627214,0.787812,1.269338,1.25605,0.796146,0.178468,0.224165,0.140599,0,1,0,'\'(0.4998-inf)\'_x_\'(-inf-0.499872]\'','\'(-inf-0.499791]\'_x_\'(0.4998-inf)\'','\'(-inf-0.499791]\'_x_\'(-inf-0.499872]\'',2.490799
0.975336,0.287886,0.826414,0.191895,0.659301,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1.1143,1.263222,1.80175,-0.538528,0.68745,0.148922,0.348356,2.870629,3.387924,0.295166,1.180203,0.847312,0.237913,0.280786,0.806031,1,0,0,'\'(-inf-0.4998]\'_x_\'(0.499872-inf)\'','\'(0.499791-inf)\'_x_\'(-inf-0.4998]\'','\'(0.499791-inf)\'_x_\'(0.499872-inf)\'',4.030352
0.369281,0.171474,0.031534,0.956813,0.190444,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.203008,0.540755,0.400815,0.13994,0.197807,0.337747,5.43775,0.1839,2.153568,0.464346,11.710566,0.085393,0.005407,0.063322,0.011645,0,0,0,'\'(-inf-0.4998]\'_x_\'(-inf-0.499872]\'','\'(-inf-0.499791]\'_x_\'(-inf-0.4998]\'','\'(-inf-0.499791]\'_x_\'(-inf-0.499872]\'',0.806833
0.92249,0.509026,0.942176,0.499063,0.569819,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1.451202,1.431516,1.864666,-0.43315,0.413464,-0.019686,0.540266,1.850939,1.812265,0.551796,0.979106,1.02134,0.479592,0.469571,0.869148,1,0,1,'\'(0.4998-inf)\'_x_\'(0.499872-inf)\'','\'(0.499791-inf)\'_x_\'(0.4998-inf)\'','\'(0.499791-inf)\'_x_\'(0.499872-inf)\'',4.767068
0.251188,0.818763,0.875346,0.468838,0.105171,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1.694109,1.069951,1.126534,-0.056583,-0.567575,-0.624158,0.935359,1.069108,0.30679,3.259563,0.286959,3.484824,0.716701,0.205663,0.219876,1,1,1,'\'(0.4998-inf)\'_x_\'(0.499872-inf)\'','\'(-inf-0.499791]\'_x_\'(0.4998-inf)\'','\'(-inf-0.499791]\'_x_\'(0.499872-inf)\'',4.514751
0.022236,0.478616,0.725822,0.689227,0.21728,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1.204438,0.500852,0.748058,-0.247206,-0.45638,-0.703586,0.659412,1.516502,0.046459,21.524375,0.030636,32.641752,0.34739,0.010643,0.016139,1,1,1,'\'(-inf-0.4998]\'_x_\'(0.499872-inf)\'','\'(-inf-0.499791]\'_x_\'(-inf-0.4998]\'','\'(-inf-0.499791]\'_x_\'(0.499872-inf)\'',3.156935
0.038378,0.554751,0.979824,0.139799,0.996104,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1.534575,0.593129,1.018202,-0.425073,-0.516373,-0.941446,0.566174,1.766241,0.069181,14.454922,0.039168,25.530877,0.543558,0.02129,0.037604,1,1,1,'\'(0.4998-inf)\'_x_\'(0.499872-inf)\'','\'(-inf-0.499791]\'_x_\'(0.4998-inf)\'','\'(-inf-0.499791]\'_x_\'(0.499872-inf)\'',4.087352
0.342637,0.084052,0.253107,0.947212,0.693162,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.337159,0.426689,0.595744,-0.169055,0.258585,0.08953,0.332081,3.011314,4.076488,0.245309,1.353724,0.738703,0.021274,0.028799,0.086724,1,0,0,'\'(-inf-0.4998]\'_x_\'(-inf-0.499872]\'','\'(-inf-0.499791]\'_x_\'(-inf-0.4998]\'','\'(-inf-0.499791]\'_x_\'(-inf-0.499872]\'',1.270061
0.230075,0.484511,0.307072,0.53192,0.923409,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.791583,0.714586,0.537147,0.177439,-0.254436,-0.076997,1.577842,0.633777,0.47486,2.105883,0.749254,1.33466,0.14878,0.111474,0.07065,0,1,1,'\'(-inf-0.4998]\'_x_\'(-inf-0.499872]\'','\'(-inf-0.499791]\'_x_\'(-inf-0.4998]\'','\'(-inf-0.499791]\'_x_\'(-inf-0.499872]\'',2.120312
0.887758,0.430577,0.951269,0.163092,0.937201,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1.381846,1.318335,1.839027,-0.520692,0.457181,-0.063511,0.452634,2.209289,2.061787,0.485016,0.933235,1.071541,0.409595,0.382248,0.844497,1,0,1,'\'(-inf-0.4998]\'_x_\'(0.499872-inf)\'','\'(0.499791-inf)\'_x_\'(-inf-0.4998]\'','\'(0.499791-inf)\'_x_\'(0.499872-inf)\'',4.602717
0.251715,0.848777,0.589374,0.301124,0.877735,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1.438151,1.100492,0.841089,0.259403,-0.597062,-0.337659,1.440133,0.69438,0.296562,3.371976,0.427089,2.341434,0.500247,0.21365,0.148354,0,1,1,'\'(0.4998-inf)\'_x_\'(0.499872-inf)\'','\'(-inf-0.499791]\'_x_\'(0.4998-inf)\'','\'(-inf-0.499791]\'_x_\'(0.499872-inf)\'',3.717391
0.570477,0.443317,0.364515,0.471925,0.708616,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0.807832,1.013794,0.934992,0.078802,0.12716,0.205962,1.216183,0.822245,1.286838,0.777099,1.56503,0.638965,0.161596,0.252902,0.207947,0,0,0,'\'(-inf-0.4998]\'_x_\'(-inf-0.499872]\'','\'(0.499791-inf)\'_x_\'(-inf-0.4998]\'','\'(0.499791-inf)\'_x_\'(-inf-0.499872]\'',2.550656
0.258751,0.475691,0.18969,0.923318,0.278308,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.665381,0.734442,0.448441,0.286001,-0.21694,0.069061,2.507728,0.398767,0.543948,1.838412,1.364073,0.733099,0.090234,0.123086,0.049082,0,1,0,'\'(-inf-0.4998]\'_x_\'(-inf-0.499872]\'','\'(-inf-0.499791]\'_x_\'(-inf-0.4998]\'','\'(-inf-0.499791]\'_x_\'(-inf-0.499872]\'',1.779203
0.876511,0.894505,0.158548,0.68782,0.542542,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1.053053,1.771016,1.035059,0.735957,-0.017994,0.717963,5.641856,0.177247,0.979884,1.020529,5.528364,0.180885,0.141822,0.784043,0.138969,0,1,0,'\'(0.4998-inf)\'_x_\'(-inf-0.499872]\'','\'(0.499791-inf)\'_x_\'(0.4998-inf)\'','\'(0.499791-inf)\'_x_\'(-inf-0.499872]\'',3.141165
0.873518,0.904998,0.897114,0.707359,0.796965,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1.802112,1.778516,1.770632,0.007884,-0.03148,-0.023596,1.008788,0.991288,0.965215,1.036038,0.973698,1.027013,0.811886,0.790532,0.783645,0,1,1,'\'(0.4998-inf)\'_x_\'(0.499872-inf)\'','\'(0.499791-inf)\'_x_\'(0.4998-inf)\'','\'(0.499791-inf)\'_x_\'(0.499872-inf)\'',5.374858
0.225994,0.260328,0.674297,0.72123,0.107235,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0.934625,0.486322,0.900291,-0.413969,-0.034334,-0.448303,0.386073,2.590182,0.868113,1.151924,0.335155,2.983694,0.175538,0.058833,0.152387,1,1,1,'\'(-inf-0.4998]\'_x_\'(0.499872-inf)\'','\'(-inf-0.499791]\'_x_\'(-inf-0.4998]\'','\'(-inf-0.499791]\'_x_\'(0.499872-inf)\'',2.769541
0.825108,0.629303,0.022307,0.317168,0.927632,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0.65161,1.454411,0.847415,0.606996,0.195805,0.802801,28.21101,0.035447,1.311146,0.762692,36.988748,0.027035,0.014038,0.519243,0.018406,0,0,0,'\'(0.4998-inf)\'_x_\'(-inf-0.499872]\'','\'(0.499791-inf)\'_x_\'(0.4998-inf)\'','\'(0.499791-inf)\'_x_\'(-inf-0.499872]\'',2.150634
0.560138,0.764574,0.372036,0.709162,0.060048,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1.13661,1.324712,0.932174,0.392538,-0.204436,0.188102,2.055108,0.486593,0.732615,1.364974,1.505602,0.664186,0.284449,0.428267,0.208392,0,1,0,'\'(0.4998-inf)\'_x_\'(-inf-0.499872]\'','\'(0.499791-inf)\'_x_\'(0.4998-inf)\'','\'(0.499791-inf)\'_x_\'(-inf-0.499872]\'',3.205394
0.159201,0.388069,0.919889,0.748095,0.447191,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1.307958,0.54727,1.07909,-0.53182,-0.228868,-0.760688,0.421865,2.370426,0.410239,2.437604,0.173065,5.778161,0.35698,0.061781,0.146447,1,1,1,'\'(-inf-0.4998]\'_x_\'(0.499872-inf)\'','\'(-inf-0.499791]\'_x_\'(-inf-0.4998]\'','\'(-inf-0.499791]\'_x_\'(0.499872-inf)\'',3.695005
0.573084,0.697092,0.273723,0.753961,0.860663,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0.970815,1.270176,0.846807,0.423369,-0.124008,0.299361,2.546706,0.392664,0.822107,1.216387,2.093664,0.477632,0.19081,0.399492,0.156866,0,1,0,'\'(0.4998-inf)\'_x_\'(-inf-0.499872]\'','\'(0.499791-inf)\'_x_\'(0.4998-inf)\'','\'(0.499791-inf)\'_x_\'(-inf-0.499872]\'',2.788437
0.357225,0.389719,0.205516,0.722369,0.625265,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.595235,0.746944,0.562741,0.184203,-0.032494,0.151709,1.896295,0.527344,0.916622,1.090962,1.738186,0.575312,0.080093,0.139217,0.073415,0,1,0,'\'(-inf-0.4998]\'_x_\'(-inf-0.499872]\'','\'(-inf-0.499791]\'_x_\'(-inf-0.4998]\'','\'(-inf-0.499791]\'_x_\'(-inf-0.499872]\'',1.753212
0.375569,0.870728,0.50689,0.139763,0.172338,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1.377618,1.246297,0.882459,0.363838,-0.495159,-0.131321,1.717785,0.582145,0.431328,2.318424,0.740928,1.349659,0.441363,0.327018,0.190372,0,1,1,'\'(0.4998-inf)\'_x_\'(0.499872-inf)\'','\'(-inf-0.499791]\'_x_\'(0.4998-inf)\'','\'(-inf-0.499791]\'_x_\'(0.499872-inf)\'',3.637695
0.899838,0.749743,0.518277,0.95053,0.566263,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1.26802,1.649581,1.418115,0.231466,0.150095,0.381561,1.446607,0.691273,1.200195,0.833198,1.736211,0.575967,0.388575,0.674647,0.466365,0,0,0,'\'(0.4998-inf)\'_x_\'(0.499872-inf)\'','\'(0.499791-inf)\'_x_\'(0.4998-inf)\'','\'(0.499791-inf)\'_x_\'(0.499872-inf)\'',3.954153
0.773169,0.745429,0.474009,0.786927,0.553031,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1.219438,1.518598,1.247178,0.27142,0.02774,0.29916,1.572605,0.635888,1.037213,0.964122,1.631127,0.613073,0.35334,0.576343,0.366489,0,0,0,'\'(0.4998-inf)\'_x_\'(-inf-0.499872]\'','\'(0.499791-inf)\'_x_\'(0.4998-inf)\'','\'(0.499791-inf)\'_x_\'(-inf-0.499872]\'',3.686052
0.154617,0.545877,0.095755,0.268046,0.814442,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0.641632,0.700494,0.250372,0.450122,-0.39126,0.058862,5.700768,0.175415,0.283245,3.530511,1.614715,0.619304,0.05227,0.084402,0.014805,0,1,0,'\'(0.4998-inf)\'_x_\'(-inf-0.499872]\'','\'(-inf-0.499791]\'_x_\'(0.4998-inf)\'','\'(-inf-0.499791]\'_x_\'(-inf-0.499872]\'',1.533636
0.026357,0.975635,0.166383,0.702208,0.398037,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1.142018,1.001992,0.19274,0.809252,-0.949278,-0.140026,5.86379,0.170538,0.027015,37.016163,0.158412,6.312668,0.162329,0.025715,0.004385,0,1,1,'\'(0.4998-inf)\'_x_\'(-inf-0.499872]\'','\'(-inf-0.499791]\'_x_\'(0.4998-inf)\'','\'(-inf-0.499791]\'_x_\'(-inf-0.499872]\'',2.476777
0.916063,0.385648,0.64939,0.620443,0.556867,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1.035038,1.301711,1.565453,-0.263742,0.530415,0.266673,0.593862,1.683893,2.375386,0.420984,1.410652,0.708892,0.250436,0.353278,0.594882,1,0,0,'\'(-inf-0.4998]\'_x_\'(0.499872-inf)\'','\'(0.499791-inf)\'_x_\'(-inf-0.4998]\'','\'(0.499791-inf)\'_x_\'(0.499872-inf)\'',3.63553
0.144495,0.677746,0.063789,0.802778,0.28759,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0.741535,0.822241,0.208284,0.613957,-0.533251,0.080706,10.62481,0.094119,0.213199,4.690446,2.265202,0.441462,0.043233,0.097931,0.009217,0,1,0,'\'(0.4998-inf)\'_x_\'(-inf-0.499872]\'','\'(-inf-0.499791]\'_x_\'(0.4998-inf)\'','\'(-inf-0.499791]\'_x_\'(-inf-0.499872]\'',1.691353
0.009805,0.640808,0.849343,0.510367,0.733732,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1.490151,0.650613,0.859148,-0.208535,-0.631003,-0.839538,0.754475,1.325425,0.015301,65.355227,0.011544,86.623457,0.544266,0.006283,0.008328,1,1,1,'\'(0.4998-inf)\'_x_\'(0.499872-inf)\'','\'(-inf-0.499791]\'_x_\'(0.4998-inf)\'','\'(-inf-0.499791]\'_x_\'(0.499872-inf)\'',3.839449
0.865957,0.647525,0.716006,0.83013,0.462871,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1.363531,1.513482,1.581963,-0.068481,0.218432,0.149951,0.904357,1.105758,1.337334,0.747757,1.209427,0.826838,0.463632,0.560729,0.62003,1,0,0,'\'(0.4998-inf)\'_x_\'(0.499872-inf)\'','\'(0.499791-inf)\'_x_\'(0.4998-inf)\'','\'(0.499791-inf)\'_x_\'(0.499872-inf)\'',4.309026
0.452546,0.86427,0.02711,0.313792,0.751916,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0.89138,1.316816,0.479656,0.83716,-0.411724,0.425436,31.880118,0.031368,0.523616,1.909795,16.692955,0.059906,0.02343,0.391122,0.012269,0,1,0,'\'(0.4998-inf)\'_x_\'(-inf-0.499872]\'','\'(-inf-0.499791]\'_x_\'(0.4998-inf)\'','\'(-inf-0.499791]\'_x_\'(-inf-0.499872]\'',2.262417
0.360349,0.740006,0.998821,0.048268,0.501542,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1.738827,1.100355,1.35917,-0.258815,-0.379657,-0.638472,0.740879,1.349747,0.486954,2.053581,0.360774,2.771816,0.739134,0.26666,0.359924,1,1,1,'\'(0.4998-inf)\'_x_\'(0.499872-inf)\'','\'(-inf-0.499791]\'_x_\'(0.4998-inf)\'','\'(-inf-0.499791]\'_x_\'(0.499872-inf)\'',4.836824
0.173417,0.908163,0.684536,0.750617,0.51576,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1.592699,1.08158,0.857953,0.223627,-0.734746,-0.511119,1.326684,0.753759,0.190954,5.236874,0.253335,3.947341,0.62167,0.157491,0.11871,0,1,1,'\'(0.4998-inf)\'_x_\'(0.499872-inf)\'','\'(-inf-0.499791]\'_x_\'(0.4998-inf)\'','\'(-inf-0.499791]\'_x_\'(0.499872-inf)\'',4.043353
0.92716,0.142155,0.636906,0.040348,0.991747,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0.779061,1.069315,1.564066,-0.494751,0.785005,0.290254,0.223196,4.480363,6.522176,0.153323,1.455725,0.686943,0.090539,0.1318,0.590514,1,0,0,'\'(-inf-0.4998]\'_x_\'(0.499872-inf)\'','\'(0.499791-inf)\'_x_\'(-inf-0.4998]\'','\'(0.499791-inf)\'_x_\'(0.499872-inf)\'',3.122188
0.017405,0.899662,0.842018,0.391066,0.186667,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1.74168,0.917067,0.859423,0.057644,-0.882257,-0.824613,1.068459,0.935927,0.019346,51.689859,0.020671,48.377937,0.757532,0.015659,0.014655,0,1,1,'\'(0.4998-inf)\'_x_\'(0.499872-inf)\'','\'(-inf-0.499791]\'_x_\'(0.4998-inf)\'','\'(-inf-0.499791]\'_x_\'(0.499872-inf)\'',4.342784
0.082944,0.884639,0.554345,0.508281,0.167252,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1.438984,0.967583,0.637289,0.330294,-0.801695,-0.471401,1.595828,0.626634,0.09376,10.665497,0.149625,6.683365,0.490395,0.073375,0.04598,0,1,1,'\'(0.4998-inf)\'_x_\'(0.499872-inf)\'','\'(-inf-0.499791]\'_x_\'(0.4998-inf)\'','\'(-inf-0.499791]\'_x_\'(0.499872-inf)\'',3.515255
0.012348,0.200711,0.776846,0.980394,0.58619,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0.977557,0.213059,0.789194,-0.576135,-0.188363,-0.764498,0.258367,3.87047,0.061521,16.254535,0.015895,62.912698,0.155922,0.002478,0.009592,1,1,1,'\'(-inf-0.4998]\'_x_\'(0.499872-inf)\'','\'(-inf-0.499791]\'_x_\'(-inf-0.4998]\'','\'(-inf-0.499791]\'_x_\'(0.499872-inf)\'',2.744307
0.153503,0.545246,0.068508,0.447827,0.824716,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0.613754,0.698749,0.222011,0.476738,-0.391743,0.084995,7.958866,0.125646,0.28153,3.552022,2.240658,0.446297,0.037354,0.083697,0.010516,0,1,0,'\'(0.4998-inf)\'_x_\'(-inf-0.499872]\'','\'(-inf-0.499791]\'_x_\'(0.4998-inf)\'','\'(-inf-0.499791]\'_x_\'(-inf-0.499872]\'',1.449519
0.860309,0.427913,0.983314,0.36058,0.919962,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1.411227,1.288222,1.843623,-0.555401,0.432396,-0.123005,0.435174,2.29793,2.010476,0.497395,0.874908,1.142978,0.420773,0.368137,0.845954,1,0,1,'\'(-inf-0.4998]\'_x_\'(0.499872-inf)\'','\'(0.499791-inf)\'_x_\'(-inf-0.4998]\'','\'(0.499791-inf)\'_x_\'(0.499872-inf)\'',4.666076
0.99942,0.162451,0.705874,0.152871,0.108986,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0.868325,1.161871,1.705294,-0.543423,0.836969,0.293546,0.230142,4.34515,6.152132,0.162545,1.415862,0.706284,0.11467,0.162357,0.705465,1,0,0,'\'(-inf-0.4998]\'_x_\'(0.499872-inf)\'','\'(0.499791-inf)\'_x_\'(-inf-0.4998]\'','\'(0.499791-inf)\'_x_\'(0.499872-inf)\'',3.441943
0.563027,0.392421,0.246004,0.102048,0.55429,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0.638425,0.955448,0.809031,0.146417,0.170606,0.317023,1.595181,0.626888,1.434752,0.696984,2.28869,0.436931,0.096537,0.220944,0.138507,0,0,0,'\'(-inf-0.4998]\'_x_\'(-inf-0.499872]\'','\'(0.499791-inf)\'_x_\'(-inf-0.4998]\'','\'(0.499791-inf)\'_x_\'(-inf-0.499872]\'',2.085883
