@relation 'if(A1 == 0 ||  A2 == 0) then R=5*A1 + A2 else if(A1 == 0 ||  A2 == 1) then //R=A1 - 4*A2 else if(A1 == 1 ||  A2 == 0) then //R=2*A1 + 8*A2 else if(A1 == 1 ||  A2 == 1) then R=-2*A1 - 3*A2 -weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Add-TNOM-NA3 and A4-L0,1-C6-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) and A3-L0,1-C7-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) and A2==(0.49991-inf)-L0,1-C8-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) and A4-L0,1-C9-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) and A3-L0,1-C10-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) and A4-L0,1-C11-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA3 or A4-L0,1-C12-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) or A3-L0,1-C13-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) or A2==(0.49991-inf)-L0,1-C14-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) or A4-L0,1-C15-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) or A3-L0,1-C16-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) or A4-L0,1-C17-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA3 equ A4-L0,1-C18-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) equ A3-L0,1-C19-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) equ A2==(0.49991-inf)-L0,1-C20-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) equ A4-L0,1-C21-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) equ A3-L0,1-C22-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) equ A4-L0,1-C23-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA3 xor A4-L0,1-C24-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) xor A3-L0,1-C25-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) xor A2==(0.49991-inf)-L0,1-C26-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) xor A4-L0,1-C27-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) xor A3-L0,1-C28-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) xor A4-L0,1-C29-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA3 impl A4-L0,1-C30-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) impl A3-L0,1-C31-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) impl A2==(0.49991-inf)-L0,1-C32-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) impl A4-L0,1-C33-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) impl A3-L0,1-C34-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) impl A4-L0,1-C35-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) and A3 and A4-L0,1-C36-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) and A2==(0.49991-inf) and A4-L0,1-C37-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) and A3 and A4-L0,1-C38-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) or A3 or A4-L0,1-C39-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) or A2==(0.49991-inf) or A4-L0,1-C40-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) or A3 or A4-L0,1-C41-W1.0-weka.filters.unsupervised.attribute.Add-NA1 ADD A2-C42-W1.0-weka.filters.unsupervised.attribute.Add-NA1 SUBTRACT A2-C43-W1.0-weka.filters.unsupervised.attribute.Add-NA1 DIVIDE A2-C44-W1.0-weka.filters.unsupervised.attribute.Add-NA2 DIVIDE A1-C45-W1.0-weka.filters.unsupervised.attribute.Add-NA1 MULTIPLY A2-C46-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 LESSTHAN A2-L0,1-C47-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 DIFF A2-L0,1-C48-W1.0-weka.filters.unsupervised.attribute.Remove-R48-weka.filters.unsupervised.attribute.Add-TNOM-NA3_x_A4-L0_x_0,0_x_1,1_x_0,1_x_1-C48-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2_x_A3-L\'(-inf-0.49991]\'_x_0,\'(-inf-0.49991]\'_x_1,\'(0.49991-inf)\'_x_0,\'(0.49991-inf)\'_x_1-C49-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A2-L\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\',\'(-inf-0.50008]\'_x_\'(0.49991-inf)\',\'(0.50008-inf)\'_x_\'(-inf-0.49991]\',\'(0.50008-inf)\'_x_\'(0.49991-inf)\'-C50-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2_x_A4-L\'(-inf-0.49991]\'_x_0,\'(-inf-0.49991]\'_x_1,\'(0.49991-inf)\'_x_0,\'(0.49991-inf)\'_x_1-C51-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A3-L\'(-inf-0.50008]\'_x_0,\'(-inf-0.50008]\'_x_1,\'(0.50008-inf)\'_x_0,\'(0.50008-inf)\'_x_1-C52-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A4-L\'(-inf-0.50008]\'_x_0,\'(-inf-0.50008]\'_x_1,\'(0.50008-inf)\'_x_0,\'(0.50008-inf)\'_x_1-C53-W1.0'

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 {0,1}
@attribute A4 {0,1}
@attribute A5 numeric
@attribute F1L1 {0,1}
@attribute F2L1 {0,1}
@attribute F3L1 {0,1}
@attribute F4L1 {0,1}
@attribute F5L1 {0,1}
@attribute F6L1 {0,1}
@attribute F7L1 {0,1}
@attribute F8L1 {0,1}
@attribute F9L1 {0,1}
@attribute F10L1 {0,1}
@attribute F11L1 {0,1}
@attribute F12L1 {0,1}
@attribute F13L1 {0,1}
@attribute F14L1 {0,1}
@attribute F15L1 {0,1}
@attribute F16L1 {0,1}
@attribute F17L1 {0,1}
@attribute F18L1 {0,1}
@attribute F19L1 {0,1}
@attribute F20L1 {0,1}
@attribute F21L1 {0,1}
@attribute F22L1 {0,1}
@attribute F23L1 {0,1}
@attribute F24L1 {0,1}
@attribute F25L1 {0,1}
@attribute F26L1 {0,1}
@attribute F27L1 {0,1}
@attribute F28L1 {0,1}
@attribute F29L1 {0,1}
@attribute F30L1 {0,1}
@attribute F31L1 {0,1}
@attribute F32L1 {0,1}
@attribute F33L1 {0,1}
@attribute F34L1 {0,1}
@attribute F35L1 {0,1}
@attribute F36L1 {0,1}
@attribute F37L1 numeric
@attribute F38L1 numeric
@attribute F39L1 numeric
@attribute F40L1 numeric
@attribute F41L1 numeric
@attribute F42L1 {0,1}
@attribute F43L1 {0_x_0,0_x_1,1_x_0,1_x_1}
@attribute F44L1 {'\'(-inf-0.49991]\'_x_0','\'(-inf-0.49991]\'_x_1','\'(0.49991-inf)\'_x_0','\'(0.49991-inf)\'_x_1'}
@attribute F45L1 {'\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(0.50008-inf)\'_x_\'(0.49991-inf)\''}
@attribute F46L1 {'\'(-inf-0.49991]\'_x_0','\'(-inf-0.49991]\'_x_1','\'(0.49991-inf)\'_x_0','\'(0.49991-inf)\'_x_1'}
@attribute F47L1 {'\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_1','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_1'}
@attribute F48L1 {'\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_1','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_1'}
@attribute class numeric

@data
0.205139,0.548017,0,1,0.001657,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0.753156,-0.342878,0.37433,2.671442,0.11242,1,0_x_1,'\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_1','\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_1',-1.986928
0.79755,0.582977,1,0,0.055039,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1.380527,0.214573,1.368064,0.73096,0.464953,0,1_x_0,'\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_1','\'(0.50008-inf)\'_x_0',6.258915
0.592145,0.066049,0,1,0.625015,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0.658194,0.526096,8.965238,0.111542,0.039111,0,0_x_1,'\'(-inf-0.49991]\'_x_0','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_1',0.32795
0.338052,0.596622,0,0,0.424544,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0.934674,-0.25857,0.56661,1.764882,0.201689,1,0_x_0,'\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_0',2.286883
0.660804,0.081929,0,1,0.905741,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0.742733,0.578875,8.065569,0.123984,0.054139,0,0_x_1,'\'(-inf-0.49991]\'_x_0','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_1',0.33309
0.186431,0.818738,0,0,0.755371,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1.005169,-0.632307,0.227705,4.391641,0.152638,1,0_x_0,'\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_0',1.750895
0.553634,0.801224,0,0,0.292554,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1.354858,-0.24759,0.690985,1.447209,0.443585,1,0_x_0,'\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_0',3.569395
0.232216,0.435737,1,1,0.495833,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0.667953,-0.203521,0.532927,1.87643,0.101185,1,1_x_1,'\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_1',-1.771643
0.616267,0.076431,1,0,0.978348,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0.692698,0.539836,8.06305,0.124023,0.047102,0,1_x_0,'\'(-inf-0.49991]\'_x_1','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_0','\'(0.50008-inf)\'_x_1','\'(0.50008-inf)\'_x_0',1.84398
0.103189,0.6134,1,0,0.119672,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0.716589,-0.510211,0.168225,5.944432,0.063296,1,1_x_0,'\'(0.49991-inf)\'_x_1','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_0',5.113575
0.501079,0.21413,1,0,0.883239,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0.715209,0.286949,2.340069,0.427338,0.107296,0,1_x_0,'\'(-inf-0.49991]\'_x_1','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_0','\'(0.50008-inf)\'_x_1','\'(0.50008-inf)\'_x_0',2.715196
0.0585,0.986737,1,1,0.222475,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1.045237,-0.928237,0.059286,16.867299,0.057724,1,1_x_1,'\'(0.49991-inf)\'_x_1','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_1','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_1',-3.07721
0.409787,0.449886,1,0,0.787235,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0.859673,-0.040099,0.910869,1.097853,0.184357,1,1_x_0,'\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_0','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_0',4.418664
0.955065,0.580214,0,1,0.274434,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1.535279,0.374851,1.646056,0.607513,0.554142,0,0_x_1,'\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_1',-1.365792
0.595316,0.240116,1,1,0.549042,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0.835432,0.3552,2.479285,0.403342,0.142945,0,1_x_1,'\'(-inf-0.49991]\'_x_1','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(0.50008-inf)\'_x_1','\'(0.50008-inf)\'_x_1',-1.910978
0.610161,0.156487,0,1,0.183505,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0.766648,0.453674,3.899116,0.256468,0.095482,0,0_x_1,'\'(-inf-0.49991]\'_x_0','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_1',-0.015787
0.146158,0.740297,1,0,0.907767,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0.886455,-0.594139,0.197432,5.065046,0.1082,1,1_x_0,'\'(0.49991-inf)\'_x_1','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_0',6.214689
0.937382,0.686867,1,0,0.871543,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1.624249,0.250515,1.364721,0.73275,0.643857,0,1_x_0,'\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_1','\'(0.50008-inf)\'_x_0',7.3697
0.481602,0.57749,0,1,0.420936,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1.059092,-0.095888,0.833957,1.199102,0.27812,1,0_x_1,'\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_1','\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_1',-1.828357
0.190586,0.192486,1,1,0.215,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0.383072,-0.0019,0.990129,1.009969,0.036685,1,1_x_1,'\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_1',-0.95863
0.964891,0.267397,0,1,0.747803,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1.232288,0.697494,3.608459,0.277127,0.258009,0,0_x_1,'\'(-inf-0.49991]\'_x_0','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_1',-0.104697
0.777606,0.114647,0,1,0.498936,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0.892253,0.662959,6.782611,0.147436,0.08915,0,0_x_1,'\'(-inf-0.49991]\'_x_0','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_1',0.319019
0.618059,0.43568,0,0,0.297148,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1.053739,0.182379,1.418608,0.704917,0.269276,0,0_x_0,'\'(-inf-0.49991]\'_x_0','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_0','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_0',3.525974
0.247151,0.832539,1,0,0.60458,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1.07969,-0.585388,0.296864,3.368544,0.205763,1,1_x_0,'\'(0.49991-inf)\'_x_1','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_0',7.154617
0.324342,0.771541,1,1,0.482291,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1.095883,-0.447199,0.420382,2.378788,0.250243,1,1_x_1,'\'(0.49991-inf)\'_x_1','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_1','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_1',-2.963307
0.881279,0.105652,1,0,0.45043,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0.986931,0.775627,8.341338,0.119885,0.093109,0,1_x_0,'\'(-inf-0.49991]\'_x_1','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_0','\'(0.50008-inf)\'_x_1','\'(0.50008-inf)\'_x_0',2.607774
0.812396,0.338381,0,1,0.674973,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1.150777,0.474015,2.400832,0.416522,0.274899,0,0_x_1,'\'(-inf-0.49991]\'_x_0','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_1',-0.541129
0.593048,0.429487,1,1,0.267231,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1.022535,0.163561,1.380829,0.724203,0.254706,0,1_x_1,'\'(-inf-0.49991]\'_x_1','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(0.50008-inf)\'_x_1','\'(0.50008-inf)\'_x_1',-2.474558
0.514828,0.28954,1,0,0.838952,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0.804368,0.225288,1.778089,0.562401,0.149063,0,1_x_0,'\'(-inf-0.49991]\'_x_1','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_0','\'(0.50008-inf)\'_x_1','\'(0.50008-inf)\'_x_0',3.345977
0.613617,0.36214,0,0,0.468409,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0.975757,0.251477,1.694419,0.590173,0.222215,0,0_x_0,'\'(-inf-0.49991]\'_x_0','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_0','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_0',3.430225
0.418722,0.062667,0,0,0.621905,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0.481389,0.356055,6.681699,0.149663,0.02624,0,0_x_0,'\'(-inf-0.49991]\'_x_0','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_0','\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_0',2.156277
0.412324,0.314795,1,1,0.618187,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0.727119,0.097529,1.309818,0.763465,0.129798,0,1_x_1,'\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_1',-1.769032
0.817857,0.958287,0,0,0.961762,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1.776144,-0.14043,0.853457,1.171705,0.783742,1,0_x_0,'\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_0',5.047571
0.912485,0.563123,1,1,0.06621,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.475608,0.349362,1.620401,0.617131,0.513841,0,1_x_1,'\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_1','\'(0.50008-inf)\'_x_1',-3.51434
0.428484,0.428802,1,1,0.545327,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0.857286,-0.000318,0.999258,1.000742,0.183735,1,1_x_1,'\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_1',-2.143375
0.908386,0.993941,1,0,0.554878,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1.902327,-0.085555,0.913923,1.094184,0.902882,1,1_x_0,'\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_1','\'(0.50008-inf)\'_x_0',9.768302
0.338991,0.023898,1,0,0.470548,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0.362889,0.315093,14.184911,0.070497,0.008101,0,1_x_0,'\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_0','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_0',0.869164
0.546624,0.470521,1,0,0.686455,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1.017145,0.076103,1.161742,0.860776,0.257198,0,1_x_0,'\'(-inf-0.49991]\'_x_1','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_0','\'(0.50008-inf)\'_x_1','\'(0.50008-inf)\'_x_0',4.857417
0.37805,0.445563,0,0,0.389702,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0.823613,-0.067513,0.848477,1.178582,0.168445,1,0_x_0,'\'(-inf-0.49991]\'_x_0','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_0','\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_0',2.335812
0.277516,0.501882,0,1,0.812506,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0.779398,-0.224366,0.552951,1.80848,0.13928,1,0_x_1,'\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_1','\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_1',-1.730012
